"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PG","Mario Chalmers",6200,"Mia@Mil 08:30PM ET",27.319
"SG","Alec Burks",6200,"Orl@Uta 09:00PM ET",24.736
"SG","Joe Johnson",6100,"Atl@Bkn 07:30PM ET",29.765
"PG","Mo Williams",6000,"Hou@Min 08:00PM ET",25.016
"SF","Wilson Chandler",6000,"Den@Was 07:00PM ET",25.847
"PF","Carlos Boozer",5900,"LAL@Bos 07:30PM ET",24.347
"PG","George Hill",5900,"Ind@Sac 10:00PM ET",0
"C","Jonas Valanciunas",5800,"Cle@Tor 07:30PM ET",25.750
"SG","Bradley Beal",5800,"Den@Was 07:00PM ET",25.906
"PG","Tony Wroten",5800,"OKC@Phi 07:00PM ET",34.600
"SG","Jason Terry",5700,"Hou@Min 08:00PM ET",15.931
"SF","Corey Brewer",5700,"Hou@Min 08:00PM ET",21.765
"C","Timofey Mozgov",5700,"Den@Was 07:00PM ET",23.236
"C","Enes Kanter",5700,"Orl@Uta 09:00PM ET",24.066
"SF","K.J. McDaniels",5700,"OKC@Phi 07:00PM ET",21.181
"PF","Mirza Teletovic",5700,"Atl@Bkn 07:30PM ET",22.441
"SG","Kyle Korver",5600,"Atl@Bkn 07:30PM ET",26.941
"PF","Amar'e Stoudemire",5600,"NY@Cha 07:00PM ET",25.722
"SG","J.R. Smith",5600,"NY@Cha 07:00PM ET",18.588
"SG","Arron Afflalo",5600,"Den@Was 07:00PM ET",22.083
"PG","Jose Calderon",5600,"NY@Cha 07:00PM ET",24.708
"PF","Kenneth Faried",5600,"Den@Was 07:00PM ET",23.250
"PG","Isaiah Thomas",5600,"Pho@Dal 08:30PM ET",26.167
"PF","Nerlens Noel",5600,"OKC@Phi 07:00PM ET",23.033
"SG","Giannis Antetokounmpo",5600,"Mia@Mil 08:30PM ET",23.763
"C","Anderson Varejao",5500,"Cle@Tor 07:30PM ET",24.083
"SG","Danny Green",5500,"SA@Mem 08:00PM ET",25.125
"PF","John Henson",5500,"Mia@Mil 08:30PM ET",10.607
"PG","Trey Burke",5400,"Orl@Uta 09:00PM ET",25.316
"PG","Marcus Smart",5400,"LAL@Bos 07:30PM ET",13.042
"SF","Paul Pierce",5300,"Den@Was 07:00PM ET",24.265
"PG","Raymond Felton",5300,"Pho@Dal 08:30PM ET",0
"SF","Luol Deng",5300,"Mia@Mil 08:30PM ET",24.529
"SG","Lou Williams",5300,"Cle@Tor 07:30PM ET",20.711
"C","Henry Sims",5300,"OKC@Phi 07:00PM ET",20.722
"SF","Jabari Parker",5300,"Mia@Mil 08:30PM ET",24.813
"SF","Andrew Wiggins",5300,"Hou@Min 08:00PM ET",20.441
"SG","Manu Ginobili",5200,"SA@Mem 08:00PM ET",22.397
"PF","Channing Frye",5200,"Orl@Uta 09:00PM ET",20.100
"PF","Brandon Bass",5200,"LAL@Bos 07:30PM ET",16.109
"SF","Donatas Motiejunas",5200,"Hou@Min 08:00PM ET",19.847
"PF","Luis Scola",5100,"Ind@Sac 10:00PM ET",22.000
"PG","Patrick Beverley",5100,"Hou@Min 08:00PM ET",24.643
"PG","Jeremy Lin",5100,"LAL@Bos 07:30PM ET",25.276
"C","Tiago Splitter",5100,"SA@Mem 08:00PM ET",14.500
"PF","Tristan Thompson",5100,"Cle@Tor 07:30PM ET",19.984
"SG","Ben McLemore",5100,"Ind@Sac 10:00PM ET",19.208
"SG","Evan Fournier",5100,"Orl@Uta 09:00PM ET",22.775
"PG","Jameer Nelson",5000,"Pho@Dal 08:30PM ET",19.353
"PG","Devin Harris",5000,"Pho@Dal 08:30PM ET",20.931
"PF","Nene Hilario",5000,"Den@Was 07:00PM ET",22.545
"PG","Jarrett Jack",5000,"Atl@Bkn 07:30PM ET",19.618
"SF","DeMarre Carroll",5000,"Atl@Bkn 07:30PM ET",22.635
"PF","Amir Johnson",5000,"Cle@Tor 07:30PM ET",21.531
"C","Larry Sanders",5000,"Mia@Mil 08:30PM ET",20.974
"SG","Iman Shumpert",5000,"NY@Cha 07:00PM ET",22.167
"PF","Boris Diaw",4900,"SA@Mem 08:00PM ET",21.250
"SF","P.J. Tucker",4900,"Pho@Dal 08:30PM ET",19.733
"PF","Kris Humphries",4900,"Den@Was 07:00PM ET",17.141
"SG","Nick Young",4900,"LAL@Bos 07:30PM ET",21.417
"SG","Gerald Green",4900,"Pho@Dal 08:30PM ET",21.645
"PG","Donald Sloan",4900,"Ind@Sac 10:00PM ET",25.028
"SF","Danilo Gallinari",4900,"Den@Was 07:00PM ET",15.153
"C","Nikola Pekovic",4900,"Hou@Min 08:00PM ET",24.806
"C","Kelly Olynyk",4900,"LAL@Bos 07:30PM ET",24.313
"SF","Solomon Hill",4800,"Ind@Sac 10:00PM ET",22.750
"SF","Terrence Ross",4800,"Cle@Tor 07:30PM ET",19.237
"C","Rudy Gobert",4800,"Orl@Uta 09:00PM ET",15.579
"PF","Julius Randle",4800,"LAL@Bos 07:30PM ET",1.500
"PF","Ersan Ilyasova",4700,"Mia@Mil 08:30PM ET",17.947
"C","JaVale McGee",4700,"Den@Was 07:00PM ET",11.365
"PF","Patrick Patterson",4700,"Cle@Tor 07:30PM ET",19.645
"PF","Cody Zeller",4700,"NY@Cha 07:00PM ET",18.711
"SG","Rodney Stuckey",4600,"Ind@Sac 10:00PM ET",19.545
"SF","Wesley Johnson",4600,"LAL@Bos 07:30PM ET",18.579
"PF","Brandan Wright",4600,"Pho@Dal 08:30PM ET",19.338
"PG","Greivis Vasquez",4600,"Cle@Tor 07:30PM ET",19.105
"SF","Bojan Bogdanovic",4600,"Atl@Bkn 07:30PM ET",16.632
"C","Steven Adams",4600,"OKC@Phi 07:00PM ET",20.806
"SF","Evan Turner",4500,"LAL@Bos 07:30PM ET",19.344
"C","Miles Plumlee",4500,"Pho@Dal 08:30PM ET",17.039
"PG","Isaiah Canaan",4500,"Hou@Min 08:00PM ET",16.750
"PG","Elfrid Payton",4500,"Orl@Uta 09:00PM ET",20.250
"PF","Kevin Garnett",4400,"Atl@Bkn 07:30PM ET",22.867
"PG","Brian Roberts",4400,"NY@Cha 07:00PM ET",13.013
"PF","Marcus Morris",4400,"Pho@Dal 08:30PM ET",17.842
"SF","Omri Casspi",4400,"Ind@Sac 10:00PM ET",15.542
"SF","Khris Middleton",4400,"Mia@Mil 08:30PM ET",18.309
"SG","Avery Bradley",4400,"LAL@Bos 07:30PM ET",20.375
"SG","Randy Foye",4300,"Den@Was 07:00PM ET",14.659
"SF","Tony Allen",4300,"SA@Mem 08:00PM ET",20.063
"PF","Jason Thompson",4300,"Ind@Sac 10:00PM ET",14.472
"C","J.J. Hickson",4300,"Den@Was 07:00PM ET",20.625
"SF","Al-Farouq Aminu",4300,"Pho@Dal 08:30PM ET",14.350
"C","Tyler Zeller",4300,"LAL@Bos 07:30PM ET",14.422
"SG","Andre Roberson",4300,"OKC@Phi 07:00PM ET",16.100
"SF","Kostas Papanikolaou",4300,"Hou@Min 08:00PM ET",18.931
"C","Samuel Dalembert",4200,"NY@Cha 07:00PM ET",15.434
"PF","Reggie Evans",4200,"Ind@Sac 10:00PM ET",16.023
"SF","Chris Copeland",4200,"Ind@Sac 10:00PM ET",20.486
"SG","Gerald Henderson",4200,"NY@Cha 07:00PM ET",13.059
"SG","O.J. Mayo",4200,"Mia@Mil 08:30PM ET",21.188
"PG","Zach LaVine",4200,"Hou@Min 08:00PM ET",13.839
"PF","Aaron Gordon",4200,"Orl@Uta 09:00PM ET",11.841
"SG","Anthony Morrow",4100,"OKC@Phi 07:00PM ET",20.091
"SG","Courtney Lee",4100,"SA@Mem 08:00PM ET",22.417
"SG","Marco Belinelli",4100,"SA@Mem 08:00PM ET",11.575
"PF","Jon Leuer",4100,"SA@Mem 08:00PM ET",11.500
"PF","Tarik Black",4100,"Hou@Min 08:00PM ET",12.484
"SF","Shawn Marion",4000,"Cle@Tor 07:30PM ET",15.547
"SG","Gary Neal",4000,"NY@Cha 07:00PM ET",19.096
"PF","Josh McRoberts",4000,"Mia@Mil 08:30PM ET",9.804
"PF","Andrea Bargnani",4000,"NY@Cha 07:00PM ET",0
"C","Kosta Koufos",4000,"SA@Mem 08:00PM ET",12.250
"PG","Shabazz Napier",4000,"Mia@Mil 08:30PM ET",14.764
"SF","Michael Kidd-Gilchrist",4000,"NY@Cha 07:00PM ET",20.458
"SF","Shabazz Muhammad",4000,"Hou@Min 08:00PM ET",15.515
"PF","Anthony Bennett",4000,"Hou@Min 08:00PM ET",14.719
"PG","Alexey Shved",3900,"OKC@Phi 07:00PM ET",18.481
"PG","J.J. Barea",3800,"Pho@Dal 08:30PM ET",17.934
"PF","Carl Landry",3800,"Ind@Sac 10:00PM ET",14.931
"C","Aron Baynes",3800,"SA@Mem 08:00PM ET",15.153
"PF","Ed Davis",3800,"LAL@Bos 07:30PM ET",20.079
"SF","Derrick Williams",3800,"Ind@Sac 10:00PM ET",8.231
"C","Dewayne Dedmon",3800,"Orl@Uta 09:00PM ET",9.154
"SF","Andrei Kirilenko",3700,"Atl@Bkn 07:30PM ET",2.286
"SG","Rasual Butler",3700,"Den@Was 07:00PM ET",15.865
"PG","C.J. Watson",3700,"Ind@Sac 10:00PM ET",20.667
"PG","Ramon Sessions",3700,"Ind@Sac 10:00PM ET",11.721
"SF","Luc Richard Mbah a Moute",3700,"OKC@Phi 07:00PM ET",18.941
"SF","James Johnson",3700,"Cle@Tor 07:30PM ET",17.375
"PF","Robert Covington",3700,"OKC@Phi 07:00PM ET",11.417
"SF","Rodney Hood",3700,"Orl@Uta 09:00PM ET",11.056
"SG","Kevin Martin",3600,"Hou@Min 08:00PM ET",29.694
"C","Kyle O'Quinn",3600,"Orl@Uta 09:00PM ET",20.542
"SG","Dion Waiters",3600,"Cle@Tor 07:30PM ET",15.550
"SG","Jeremy Lamb",3600,"OKC@Phi 07:00PM ET",23.519
"SG","P.J. Hairston",3600,"NY@Cha 07:00PM ET",11.646
"PG","Dennis Schroder",3600,"Atl@Bkn 07:30PM ET",16.766
"PG","Andre Miller",3500,"Den@Was 07:00PM ET",11.000
"PG","Ronnie Price",3500,"LAL@Bos 07:30PM ET",14.194
"SF","Marvin Williams",3500,"NY@Cha 07:00PM ET",13.176
"PF","Joey Dorsey",3500,"Hou@Min 08:00PM ET",7.712
"SF","C.J. Miles",3500,"Ind@Sac 10:00PM ET",13.750
"SG","Quincy Pondexter",3500,"SA@Mem 08:00PM ET",10.125
"C","Mason Plumlee",3500,"Atl@Bkn 07:30PM ET",13.765
"PF","Drew Gooden",3400,"Den@Was 07:00PM ET",13.104
"SF","Jared Dudley",3400,"Mia@Mil 08:30PM ET",11.300
"SF","Shawne Williams",3400,"Mia@Mil 08:30PM ET",19.764
"SF","Hollis Thompson",3400,"OKC@Phi 07:00PM ET",16.264
"SF","Joe Ingles",3400,"Orl@Uta 09:00PM ET",8.961
"SF","Francisco Garcia",3300,"Hou@Min 08:00PM ET",8.583
"PF","Trevor Booker",3300,"Orl@Uta 09:00PM ET",15.895
"SF","Martell Webster",3200,"Den@Was 07:00PM ET",0
"C","Lavoy Allen",3200,"Ind@Sac 10:00PM ET",20.653
"PG","Steve Nash",3000,"LAL@Bos 07:30PM ET",0
"SG","Vince Carter",3000,"SA@Mem 08:00PM ET",11.368
"C","Elton Brand",3000,"Atl@Bkn 07:30PM ET",14.333
"SF","Mike Miller",3000,"Cle@Tor 07:30PM ET",5.083
"SG","Jason Richardson",3000,"OKC@Phi 07:00PM ET",0
"SF","Richard Jefferson",3000,"Pho@Dal 08:30PM ET",8.453
"C","Brendan Haywood",3000,"Cle@Tor 07:30PM ET",4.438
"SF","Gerald Wallace",3000,"LAL@Bos 07:30PM ET",2.000
"PF","Matt Bonner",3000,"SA@Mem 08:00PM ET",12.729
"C","Nick Collison",3000,"OKC@Phi 07:00PM ET",12.431
"SG","James Jones",3000,"Cle@Tor 07:30PM ET",4.083
"SG","Willie Green",3000,"Orl@Uta 09:00PM ET",7.265
"PG","Luke Ridnour",3000,"Orl@Uta 09:00PM ET",11.563
"PF","Chuck Hayes",3000,"Cle@Tor 07:30PM ET",6.614
"SG","Ben Gordon",3000,"Orl@Uta 09:00PM ET",10.417
"PF","Jason Maxiell",3000,"NY@Cha 07:00PM ET",5.600
"PF","Louis Amundson",3000,"Cle@Tor 07:30PM ET",5.042
"SF","Danny Granger",3000,"Mia@Mil 08:30PM ET",4.000
"SG","Alan Anderson",3000,"Atl@Bkn 07:30PM ET",8.926
"C","Chris Andersen",3000,"Mia@Mil 08:30PM ET",8.278
"PF","Ronny Turiaf",3000,"Hou@Min 08:00PM ET",2.125
"SF","Tayshaun Prince",3000,"SA@Mem 08:00PM ET",11.667
"PG","Jannero Pargo",3000,"NY@Cha 07:00PM ET",6.875
"SF","Steve Novak",3000,"Orl@Uta 09:00PM ET",3.500
"PF","Shavlik Randolph",3000,"Pho@Dal 08:30PM ET",3.575
"PG","Nate Robinson",3000,"Den@Was 07:00PM ET",10.931
"C","Ryan Hollins",3000,"Ind@Sac 10:00PM ET",4.639
"C","Kendrick Perkins",3000,"OKC@Phi 07:00PM ET",14.208
"C","Zaza Pachulia",3000,"Mia@Mil 08:30PM ET",17.029
"PF","Udonis Haslem",3000,"Mia@Mil 08:30PM ET",9.932
"PF","Charlie Villanueva",3000,"Pho@Dal 08:30PM ET",4.636
"PF","Anthony Tolliver",3000,"Pho@Dal 08:30PM ET",6.941
"PG","Beno Udrih",3000,"SA@Mem 08:00PM ET",14.147
"C","Greg Stiemsma",3000,"Cle@Tor 07:30PM ET",4.458
"C","Jason Smith",3000,"NY@Cha 07:00PM ET",10.803
"SG","Garrett Temple",3000,"Den@Was 07:00PM ET",15.200
"C","Ian Mahinmi",3000,"Ind@Sac 10:00PM ET",14.653
"PF","Jeff Ayres",3000,"SA@Mem 08:00PM ET",5.846
"SF","Jeff Adrien",3000,"Hou@Min 08:00PM ET",23.000
"PF","Tyler Hansbrough",3000,"Cle@Tor 07:30PM ET",8.929
"SF","Alonzo Gee",3000,"Den@Was 07:00PM ET",9.771
"SG","Thabo Sefolosha",3000,"Atl@Bkn 07:30PM ET",14.950
"PG","A.J. Price",3000,"Cle@Tor 07:30PM ET",17.350
"C","Jerome Jordan",3000,"Atl@Bkn 07:30PM ET",6.536
"SG","Wayne Ellington",3000,"LAL@Bos 07:30PM ET",12.167
"SF","Chase Budinger",3000,"Hou@Min 08:00PM ET",8.250
"PG","Ish Smith",3000,"OKC@Phi 07:00PM ET",3.656
"PF","Lance Thomas",3000,"OKC@Phi 07:00PM ET",13.389
"SG","Landry Fields",3000,"Cle@Tor 07:30PM ET",2.333
"PF","Darrell Arthur",3000,"Den@Was 07:00PM ET",15.353
"SF","Jeremy Evans",3000,"Orl@Uta 09:00PM ET",1.600
"PG","Jerryd Bayless",3000,"Mia@Mil 08:30PM ET",11.513
"PF","Mike Scott",3000,"Atl@Bkn 07:30PM ET",12.313
"SF","Robbie Hummel",3000,"Hou@Min 08:00PM ET",8.411
"C","Cole Aldrich",3000,"NY@Cha 07:00PM ET",8.979
"SG","Marcus Thornton",3000,"LAL@Bos 07:30PM ET",11.367
"PG","Nick Calathes",3000,"SA@Mem 08:00PM ET",6.500
"SF","Austin Daye",3000,"SA@Mem 08:00PM ET",9.813
"C","Robert Sacre",3000,"LAL@Bos 07:30PM ET",9.931
"C","DeJuan Blair",3000,"Den@Was 07:00PM ET",2.300
"SG","Kent Bazemore",3000,"Atl@Bkn 07:30PM ET",7.063
"PG","Norris Cole",3000,"Mia@Mil 08:30PM ET",16.483
"PG","Patty Mills",3000,"SA@Mem 08:00PM ET",0
"PG","Jorge Gutierrez",3000,"Atl@Bkn 07:30PM ET",1.929
"PF","Drew Gordon",3000,"OKC@Phi 07:00PM ET",4.500
"C","Justin Hamilton",3000,"Mia@Mil 08:30PM ET",7.250
"PF","Andrew Nicholson",3000,"Orl@Uta 09:00PM ET",5.375
"SF","Jeffery Taylor",3000,"NY@Cha 07:00PM ET",0
"SF","Paul George",3000,"Ind@Sac 10:00PM ET",0
"PF","Quincy Acy",3000,"NY@Cha 07:00PM ET",13.828
"SG","Toure' Murry",3000,"Orl@Uta 09:00PM ET",0
"PG","Shelvin Mack",3000,"Atl@Bkn 07:30PM ET",10.750
"SG","Glen Rice Jr.",3000,"Den@Was 07:00PM ET",3.700
"PF","Travis Wear",3000,"NY@Cha 07:00PM ET",5.672
"SG","Ian Clark",3000,"Orl@Uta 09:00PM ET",4.464
"C","Shayne Whittington",3000,"Ind@Sac 10:00PM ET",7.542
"PF","Brandon Davies",3000,"OKC@Phi 07:00PM ET",15.167
"SG","John Jenkins",3000,"Atl@Bkn 07:30PM ET",15.250
"PF","Ryan Kelly",3000,"LAL@Bos 07:30PM ET",7.083
"PG","Erick Green",3000,"Den@Was 07:00PM ET",6.875
"PF","Cory Jefferson",3000,"Atl@Bkn 07:30PM ET",3.208
"SG","Xavier Henry",3000,"LAL@Bos 07:30PM ET",3.778
"C","Hassan Whiteside",3000,"Mia@Mil 08:30PM ET",1.250
"PG","Troy Daniels",3000,"Hou@Min 08:00PM ET",3.077
"C","Greg Smith",3000,"Pho@Dal 08:30PM ET",3.625
"SG","Andre Dawkins",3000,"Mia@Mil 08:30PM ET",1.417
"C","Mike Muscala",3000,"Atl@Bkn 07:30PM ET",11.000
"PG","Nate Wolters",3000,"Mia@Mil 08:30PM ET",7.600
"PG","Matthew Dellavedova",3000,"Cle@Tor 07:30PM ET",8.417
"SG","Joe Harris",3000,"Cle@Tor 07:30PM ET",6.071
"PF","Kevin Seraphin",3000,"Den@Was 07:00PM ET",11.250
"C","Alex Kirk",3000,"Cle@Tor 07:30PM ET",1.833
"SF","Perry Jones",3000,"OKC@Phi 07:00PM ET",22.350
"SG","Tim Hardaway Jr.",3000,"NY@Cha 07:00PM ET",11.987
"PG","Jordan Clarkson",3000,"LAL@Bos 07:30PM ET",9.150
"PG","Phil Pressey",3000,"LAL@Bos 07:30PM ET",9.575
"PF","Dwight Powell",3000,"LAL@Bos 07:30PM ET",3.417
"PG","Kendall Marshall",3000,"Mia@Mil 08:30PM ET",8.833
"PF","Jae Crowder",3000,"Pho@Dal 08:30PM ET",5.931
"PG","Pablo Prigioni",3000,"NY@Cha 07:00PM ET",13.191
"PG","Cory Joseph",3000,"SA@Mem 08:00PM ET",15.891
"SG","Markel Brown",3000,"Atl@Bkn 07:30PM ET",3.500
"PF","Eric Moreland",3000,"Ind@Sac 10:00PM ET",0.625
"SG","Roy Devyn Marble",3000,"Orl@Uta 09:00PM ET",1.313
"PF","Adreian Payne",3000,"Atl@Bkn 07:30PM ET",0
"SG","Zoran Dragic",3000,"Pho@Dal 08:30PM ET",0.000
"PG","Ray McCallum",3000,"Ind@Sac 10:00PM ET",4.864
"C","Bismack Biyombo",3000,"NY@Cha 07:00PM ET",14.708
"SG","James Ennis",3000,"Mia@Mil 08:30PM ET",9.000
"SG","Nick Johnson",3000,"Hou@Min 08:00PM ET",4.429
"PF","Johnny O'Bryant",3000,"Mia@Mil 08:30PM ET",0
"SF","Otto Porter",3000,"Den@Was 07:00PM ET",14.469
"SF","Maurice Harkless",3000,"Orl@Uta 09:00PM ET",10.288
"PF","Jakarr Sampson",3000,"OKC@Phi 07:00PM ET",5.917
"C","Alex Len",3000,"Pho@Dal 08:30PM ET",14.553
"PG","Shane Larkin",3000,"NY@Cha 07:00PM ET",13.931
"PF","Jarnell Stokes",3000,"SA@Mem 08:00PM ET",5.357
"C","Lucas Nogueira",3000,"Cle@Tor 07:30PM ET",9.250
"SF","T.J. Warren",3000,"Pho@Dal 08:30PM ET",5.750
"SG","Sergey Karasev",3000,"Atl@Bkn 07:30PM ET",2.083
"PF","Grant Jerrett",3000,"OKC@Phi 07:00PM ET",5.750
"SG","Jordan Adams",3000,"SA@Mem 08:00PM ET",6.188
"SF","Kyle Anderson",3000,"SA@Mem 08:00PM ET",5.833
"SF","Glenn Robinson III",3000,"Hou@Min 08:00PM ET",1.708
"PF","Mitch McGary",3000,"OKC@Phi 07:00PM ET",0
"SG","Nik Stauskas",3000,"Ind@Sac 10:00PM ET",6.153
"SF","Jerami Grant",3000,"OKC@Phi 07:00PM ET",9.000
"SG","Archie Goodwin",3000,"Pho@Dal 08:30PM ET",5.100
"SF","Cleanthony Early",3000,"NY@Cha 07:00PM ET",5.536
"SG","Gary Harris",3000,"Den@Was 07:00PM ET",10.792
"SG","Ricky Ledo",3000,"Pho@Dal 08:30PM ET",0
"C","Vitor Faverani",3000,"LAL@Bos 07:30PM ET",0
"C","Pero Antic",3000,"Atl@Bkn 07:30PM ET",11.033
"PG","Tyler Ennis",3000,"Pho@Dal 08:30PM ET",5.563
"PF","Noah Vonleh",3000,"NY@Cha 07:00PM ET",6.833
"SG","James Young",3000,"LAL@Bos 07:30PM ET",4.375
"C","Joel Embiid",3000,"OKC@Phi 07:00PM ET",0
"PG","Dante Exum",3000,"Orl@Uta 09:00PM ET",10.882
"C","Jusuf Nurkic",3000,"Den@Was 07:00PM ET",9.722
"SF","Bruno Caboclo",3000,"Cle@Tor 07:30PM ET",11.750
"PF","Clint Capela",3000,"Hou@Min 08:00PM ET",5.750
"SF","Damien Inglis",3000,"Mia@Mil 08:30PM ET",0
"PF","Damjan Rudez",3000,"Ind@Sac 10:00PM ET",7.353
