"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PG","Elfrid Payton",4500,"Orl@LAC 10:30PM ET",20.300
"PG","Zach LaVine",4500,"Phi@Min 08:00PM ET",14.385
"PF","Kevin Garnett",4400,"SA@Bkn 07:30PM ET",22.867
"SG","Nick Young",4400,"LAL@Was 07:00PM ET",20.406
"PF","Cody Zeller",4400,"Chi@Cha 07:00PM ET",18.361
"SG","Kentavious Caldwell-Pope",4400,"Det@Bos 07:30PM ET",20.083
"PF","Anthony Bennett",4400,"Phi@Min 08:00PM ET",15.483
"SF","Tony Allen",4300,"Mem@Hou 08:00PM ET",20.250
"SG","Gerald Henderson",4300,"Chi@Cha 07:00PM ET",12.875
"PG","Greivis Vasquez",4300,"Tor@Uta 09:00PM ET",18.361
"PG","Shabazz Napier",4300,"Atl@Mia 07:30PM ET",14.721
"SF","Kostas Papanikolaou",4300,"Mem@Hou 08:00PM ET",18.662
"SF","Mike Dunleavy",4200,"Chi@Cha 07:00PM ET",20.917
"SG","Courtney Lee",4200,"Mem@Hou 08:00PM ET",23.196
"SG","Marco Belinelli",4200,"SA@Bkn 07:30PM ET",12.000
"SF","Evan Turner",4200,"Det@Bos 07:30PM ET",18.950
"PG","Norris Cole",4200,"Atl@Mia 07:30PM ET",16.483
"PF","Aaron Gordon",4200,"Orl@LAC 10:30PM ET",11.841
"SG","J.J. Redick",4100,"Orl@LAC 10:30PM ET",18.603
"PG","D.J. Augustin",4100,"Det@Bos 07:30PM ET",17.889
"C","Spencer Hawes",4100,"Orl@LAC 10:30PM ET",16.765
"SG","Avery Bradley",4100,"Det@Bos 07:30PM ET",21.267
"SF","Matt Barnes",4000,"Orl@LAC 10:30PM ET",14.083
"SG","Gary Neal",4000,"Chi@Cha 07:00PM ET",19.096
"PF","Trevor Booker",4000,"Tor@Uta 09:00PM ET",16.389
"SF","Al-Farouq Aminu",4000,"Dal@Mil 08:00PM ET",13.566
"PF","Ed Davis",4000,"LAL@Was 07:00PM ET",20.194
"PG","Alexey Shved",4000,"Phi@Min 08:00PM ET",18.481
"SF","Michael Kidd-Gilchrist",4000,"Chi@Cha 07:00PM ET",20.458
"SF","Shabazz Muhammad",4000,"Phi@Min 08:00PM ET",15.719
"PG","Aaron Brooks",3900,"Chi@Cha 07:00PM ET",18.444
"PG","J.J. Barea",3800,"Dal@Mil 08:00PM ET",18.556
"C","Aron Baynes",3800,"SA@Bkn 07:30PM ET",15.309
"SF","James Johnson",3800,"Tor@Uta 09:00PM ET",17.717
"SF","Kyle Singler",3800,"Det@Bos 07:30PM ET",12.667
"C","Mason Plumlee",3800,"SA@Bkn 07:30PM ET",14.297
"SF","Khris Middleton",3800,"Dal@Mil 08:00PM ET",17.078
"PG","Troy Daniels",3800,"Mem@Hou 08:00PM ET",3.375
"PG","Andre Miller",3700,"LAL@Was 07:00PM ET",11.250
"SF","Andrei Kirilenko",3700,"SA@Bkn 07:30PM ET",2.286
"SG","Rasual Butler",3700,"LAL@Was 07:00PM ET",14.938
"SG","Thabo Sefolosha",3700,"Atl@Mia 07:30PM ET",15.089
"SG","Jodie Meeks",3700,"Det@Bos 07:30PM ET",0
"C","Tyler Zeller",3700,"Det@Bos 07:30PM ET",13.883
"SG","Vince Carter",3600,"Mem@Hou 08:00PM ET",11.531
"PG","Kirk Hinrich",3600,"Chi@Cha 07:00PM ET",18.594
"SG","Kevin Martin",3600,"Phi@Min 08:00PM ET",29.694
"SF","Marvin Williams",3600,"Chi@Cha 07:00PM ET",13.266
"SF","Jeff Adrien",3600,"Phi@Min 08:00PM ET",23.000
"SF","Hollis Thompson",3600,"Phi@Min 08:00PM ET",16.559
"PF","Tarik Black",3600,"Mem@Hou 08:00PM ET",11.633
"SG","P.J. Hairston",3600,"Chi@Cha 07:00PM ET",11.432
"PF","Drew Gooden",3500,"LAL@Was 07:00PM ET",13.773
"SF","Shawne Williams",3400,"Atl@Mia 07:30PM ET",20.471
"SF","Luc Richard Mbah a Moute",3400,"Phi@Min 08:00PM ET",18.484
"C","Robert Sacre",3400,"LAL@Was 07:00PM ET",9.294
"PG","Shelvin Mack",3400,"Atl@Mia 07:30PM ET",10.533
"SF","Joe Ingles",3400,"Tor@Uta 09:00PM ET",8.486
"PF","Josh McRoberts",3300,"Atl@Mia 07:30PM ET",9.365
"PF","Mike Scott",3300,"Atl@Mia 07:30PM ET",12.500
"C","Kyle O'Quinn",3300,"Orl@LAC 10:30PM ET",22.800
"SF","Jared Dudley",3200,"Dal@Mil 08:00PM ET",11.079
"SF","Martell Webster",3200,"LAL@Was 07:00PM ET",0
"PG","Dennis Schroder",3200,"Atl@Mia 07:30PM ET",16.267
"PG","Steve Nash",3000,"LAL@Was 07:00PM ET",0
"C","Nazr Mohammed",3000,"Chi@Cha 07:00PM ET",7.125
"C","Elton Brand",3000,"Atl@Mia 07:30PM ET",14.333
"SF","Hedo Turkoglu",3000,"Orl@LAC 10:30PM ET",6.077
"SG","Jason Richardson",3000,"Phi@Min 08:00PM ET",0
"SF","Richard Jefferson",3000,"Dal@Mil 08:00PM ET",8.150
"SF","Gerald Wallace",3000,"Det@Bos 07:30PM ET",2.083
"PF","Matt Bonner",3000,"SA@Bkn 07:30PM ET",13.091
"SG","Willie Green",3000,"Orl@LAC 10:30PM ET",7.109
"PG","Luke Ridnour",3000,"Orl@LAC 10:30PM ET",11.550
"PF","Chuck Hayes",3000,"Tor@Uta 09:00PM ET",6.614
"SG","Ben Gordon",3000,"Orl@LAC 10:30PM ET",10.235
"PF","Jason Maxiell",3000,"Chi@Cha 07:00PM ET",5.600
"SF","Danny Granger",3000,"Atl@Mia 07:30PM ET",6.000
"SG","Alan Anderson",3000,"SA@Bkn 07:30PM ET",9.250
"C","Chris Andersen",3000,"Atl@Mia 07:30PM ET",8.278
"PG","Ronnie Price",3000,"LAL@Was 07:00PM ET",13.618
"PF","Ronny Turiaf",3000,"Phi@Min 08:00PM ET",2.125
"SF","Caron Butler",3000,"Det@Bos 07:30PM ET",13.639
"SF","Tayshaun Prince",3000,"Mem@Hou 08:00PM ET",11.667
"PG","Jannero Pargo",3000,"Chi@Cha 07:00PM ET",8.250
"SF","Steve Novak",3000,"Tor@Uta 09:00PM ET",3.500
"SF","Francisco Garcia",3000,"Mem@Hou 08:00PM ET",7.886
"C","Zaza Pachulia",3000,"Dal@Mil 08:00PM ET",16.734
"PF","Udonis Haslem",3000,"Atl@Mia 07:30PM ET",10.325
"SF","Cartier Martin",3000,"Det@Bos 07:30PM ET",1.250
"PF","Charlie Villanueva",3000,"Dal@Mil 08:00PM ET",5.100
"PG","Beno Udrih",3000,"Mem@Hou 08:00PM ET",13.828
"C","Greg Stiemsma",3000,"Tor@Uta 09:00PM ET",5.350
"PG","Jordan Farmar",3000,"Orl@LAC 10:30PM ET",10.574
"SG","Garrett Temple",3000,"LAL@Was 07:00PM ET",15.200
"PF","Glen Davis",3000,"Orl@LAC 10:30PM ET",7.125
"PF","Joey Dorsey",3000,"Mem@Hou 08:00PM ET",6.188
"PF","Joel Anthony",3000,"Det@Bos 07:30PM ET",4.406
"PF","Jeff Ayres",3000,"SA@Bkn 07:30PM ET",5.846
"SF","Chris Douglas-Roberts",3000,"Orl@LAC 10:30PM ET",4.563
"PF","Tyler Hansbrough",3000,"Tor@Uta 09:00PM ET",9.269
"C","Jerome Jordan",3000,"SA@Bkn 07:30PM ET",6.538
"SG","Wayne Ellington",3000,"LAL@Was 07:00PM ET",12.977
"SF","Chase Budinger",3000,"Phi@Min 08:00PM ET",8.661
"SG","Quincy Pondexter",3000,"Mem@Hou 08:00PM ET",9.900
"SG","Landry Fields",3000,"Tor@Uta 09:00PM ET",2.333
"C","Ekpe Udoh",3000,"Orl@LAC 10:30PM ET",1.357
"SF","Jeremy Evans",3000,"Tor@Uta 09:00PM ET",1.600
"PG","Jerryd Bayless",3000,"Dal@Mil 08:00PM ET",11.618
"C","Kosta Koufos",3000,"Mem@Hou 08:00PM ET",12.063
"PF","Jon Leuer",3000,"Mem@Hou 08:00PM ET",11.156
"SF","Robbie Hummel",3000,"Phi@Min 08:00PM ET",7.981
"PG","E'Twaun Moore",3000,"Chi@Cha 07:00PM ET",2.813
"SG","Marcus Thornton",3000,"Det@Bos 07:30PM ET",11.982
"PG","Nick Calathes",3000,"Mem@Hou 08:00PM ET",1.125
"SF","Austin Daye",3000,"SA@Bkn 07:30PM ET",9.813
"C","DeJuan Blair",3000,"LAL@Was 07:00PM ET",2.300
"SG","Kent Bazemore",3000,"Atl@Mia 07:30PM ET",7.705
"PG","Patty Mills",3000,"SA@Bkn 07:30PM ET",0
"PG","Jorge Gutierrez",3000,"SA@Bkn 07:30PM ET",1.929
"PF","Drew Gordon",3000,"Phi@Min 08:00PM ET",4.500
"C","Justin Hamilton",3000,"Atl@Mia 07:30PM ET",7.893
"PF","Andrew Nicholson",3000,"Orl@LAC 10:30PM ET",4.722
"SF","Jeffery Taylor",3000,"Chi@Cha 07:00PM ET",0
"SG","Toure' Murry",3000,"Tor@Uta 09:00PM ET",0
"SG","Luigi Datome",3000,"Det@Bos 07:30PM ET",11.750
"SG","Glen Rice Jr.",3000,"LAL@Was 07:00PM ET",3.700
"PF","John Henson",3000,"Dal@Mil 08:00PM ET",10.607
"PF","Jonas Jerebko",3000,"Det@Bos 07:30PM ET",11.016
"SG","Ian Clark",3000,"Tor@Uta 09:00PM ET",5.042
"PF","Brandon Davies",3000,"Phi@Min 08:00PM ET",15.853
"SG","C.J. Wilcox",3000,"Orl@LAC 10:30PM ET",0
"SG","John Jenkins",3000,"Atl@Mia 07:30PM ET",15.250
"PF","Ryan Kelly",3000,"LAL@Was 07:00PM ET",7.083
"PF","Cory Jefferson",3000,"SA@Bkn 07:30PM ET",3.208
"SG","Xavier Henry",3000,"LAL@Was 07:00PM ET",3.778
"C","Hassan Whiteside",3000,"Atl@Mia 07:30PM ET",1.250
"PG","Jared Cunningham",3000,"Orl@LAC 10:30PM ET",3.500
"C","Greg Smith",3000,"Dal@Mil 08:00PM ET",3.625
"SG","Andre Dawkins",3000,"Atl@Mia 07:30PM ET",1.417
"C","Mike Muscala",3000,"Atl@Mia 07:30PM ET",11.000
"PG","Nate Wolters",3000,"Dal@Mil 08:00PM ET",7.600
"PF","Robert Covington",3000,"Phi@Min 08:00PM ET",9.469
"PF","Kevin Seraphin",3000,"LAL@Was 07:00PM ET",11.583
"SG","Tony Snell",3000,"Chi@Cha 07:00PM ET",4.833
"PF","Cameron Bairstow",3000,"Chi@Cha 07:00PM ET",2.188
"PG","Jordan Clarkson",3000,"LAL@Was 07:00PM ET",9.150
"PG","Phil Pressey",3000,"Det@Bos 07:30PM ET",8.333
"PF","Dwight Powell",3000,"Det@Bos 07:30PM ET",3.417
"PG","Kendall Marshall",3000,"Dal@Mil 08:00PM ET",8.469
"SF","Reggie Bullock",3000,"Orl@LAC 10:30PM ET",5.896
"PF","Jae Crowder",3000,"Dal@Mil 08:00PM ET",6.162
"PG","Cory Joseph",3000,"SA@Bkn 07:30PM ET",15.933
"SG","Markel Brown",3000,"SA@Bkn 07:30PM ET",3.500
"SG","Roy Devyn Marble",3000,"Orl@LAC 10:30PM ET",1.313
"PF","Adreian Payne",3000,"Atl@Mia 07:30PM ET",0
"SF","Doug McDermott",3000,"Chi@Cha 07:00PM ET",5.706
"C","Bismack Biyombo",3000,"Chi@Cha 07:00PM ET",15.227
"SG","James Ennis",3000,"Atl@Mia 07:30PM ET",9.147
"PG","Spencer Dinwiddie",3000,"Det@Bos 07:30PM ET",8.800
"SG","Nick Johnson",3000,"Mem@Hou 08:00PM ET",3.417
"PF","Johnny O'Bryant",3000,"Dal@Mil 08:00PM ET",0
"SF","Rodney Hood",3000,"Tor@Uta 09:00PM ET",10.313
"SF","Tony Mitchell",3000,"Det@Bos 07:30PM ET",0
"C","Dewayne Dedmon",3000,"Orl@LAC 10:30PM ET",8.083
"SF","Otto Porter",3000,"LAL@Was 07:00PM ET",15.083
"SF","Maurice Harkless",3000,"Orl@LAC 10:30PM ET",10.438
"PF","Jakarr Sampson",3000,"Phi@Min 08:00PM ET",6.500
"PF","Jarnell Stokes",3000,"Mem@Hou 08:00PM ET",2.958
"C","Lucas Nogueira",3000,"Tor@Uta 09:00PM ET",9.250
"SG","Sergey Karasev",3000,"SA@Bkn 07:30PM ET",2.083
"SG","Jordan Adams",3000,"Mem@Hou 08:00PM ET",6.188
"SF","Kyle Anderson",3000,"SA@Bkn 07:30PM ET",5.833
"SF","Glenn Robinson III",3000,"Phi@Min 08:00PM ET",1.708
"SF","Jerami Grant",3000,"Phi@Min 08:00PM ET",7.500
"SG","Ricky Ledo",3000,"Dal@Mil 08:00PM ET",0
"C","Vitor Faverani",3000,"Det@Bos 07:30PM ET",0
"C","Pero Antic",3000,"Atl@Mia 07:30PM ET",11.554
"PF","Noah Vonleh",3000,"Chi@Cha 07:00PM ET",6.833
"SG","James Young",3000,"Det@Bos 07:30PM ET",4.375
"C","Joel Embiid",3000,"Phi@Min 08:00PM ET",0
"PG","Dante Exum",3000,"Tor@Uta 09:00PM ET",11.069
"SF","Bruno Caboclo",3000,"Tor@Uta 09:00PM ET",11.750
"PF","Clint Capela",3000,"Mem@Hou 08:00PM ET",4.750
"SF","Damien Inglis",3000,"Dal@Mil 08:00PM ET",0
