"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF","Matt Bonner",3000,"NY@SA 08:30PM ET",13.018
"PG","Steve Blake",3000,"Por@Min 08:00PM ET",15.488
"SG","Willie Green",3000,"Was@Orl 07:00PM ET",6.961
"PG","Luke Ridnour",3000,"Was@Orl 07:00PM ET",11.563
"SG","Ben Gordon",3000,"Was@Orl 07:00PM ET",10.675
"PF","Jason Maxiell",3000,"Bos@Cha 07:00PM ET",5.600
"SF","Danny Granger",3000,"Mia@Den 10:30PM ET",6.125
"SG","Alan Anderson",3000,"Bkn@Chi 08:00PM ET",8.921
"C","Chris Andersen",3000,"Mia@Den 10:30PM ET",8.278
"PF","Ronny Turiaf",3000,"Por@Min 08:00PM ET",2.125
"PF","Drew Gooden",3000,"Was@Orl 07:00PM ET",12.558
"SF","John Salmons",3000,"NO@Dal 08:00PM ET",7.021
"PG","Jannero Pargo",3000,"Bos@Cha 07:00PM ET",6.875
"PG","Nate Robinson",3000,"Mia@Den 10:30PM ET",10.671
"PG","Leandro Barbosa",3000,"Hou@GS 10:30PM ET",10.736
"PF","Udonis Haslem",3000,"Mia@Den 10:30PM ET",10.063
"PF","Charlie Villanueva",3000,"NO@Dal 08:00PM ET",4.354
"SF","Dorell Wright",3000,"Por@Min 08:00PM ET",5.656
"PG","Jordan Farmar",3000,"LAC@Ind 07:00PM ET",10.444
"C","Jason Smith",3000,"NY@SA 08:30PM ET",10.455
"SG","Garrett Temple",3000,"Was@Orl 07:00PM ET",13.069
"PF","Glen Davis",3000,"LAC@Ind 07:00PM ET",6.983
"SF","Shawne Williams",3000,"Mia@Den 10:30PM ET",18.575
"C","Ian Mahinmi",3000,"LAC@Ind 07:00PM ET",14.738
"PF","Jeff Ayres",3000,"NY@SA 08:30PM ET",6.018
"SF","Jeff Adrien",3000,"Por@Min 08:00PM ET",10.938
"SF","Chris Douglas-Roberts",3000,"LAC@Ind 07:00PM ET",4.563
"SF","Alonzo Gee",3000,"Mia@Den 10:30PM ET",10.650
"SG","Brandon Rush",3000,"Hou@GS 10:30PM ET",3.477
"SG","Thabo Sefolosha",3000,"Phi@Atl 07:30PM ET",14.694
"C","Joel Freeland",3000,"Por@Min 08:00PM ET",7.971
"SF","Chase Budinger",3000,"Por@Min 08:00PM ET",8.750
"PG","Donald Sloan",3000,"LAC@Ind 07:00PM ET",23.895
"C","Ekpe Udoh",3000,"LAC@Ind 07:00PM ET",1.639
"C","JaVale McGee",3000,"Mia@Den 10:30PM ET",11.214
"PG","Gal Mekel",3000,"NO@Dal 08:00PM ET",8.000
"SF","Justin Holiday",3000,"Hou@GS 10:30PM ET",2.056
"PF","Mike Scott",3000,"Phi@Atl 07:30PM ET",12.263
"SF","Robbie Hummel",3000,"Por@Min 08:00PM ET",8.219
"PG","E'Twaun Moore",3000,"Bkn@Chi 08:00PM ET",2.813
"C","Cole Aldrich",3000,"NY@SA 08:30PM ET",8.596
"SG","Marcus Thornton",3000,"Bos@Cha 07:00PM ET",12.056
"SF","Austin Daye",3000,"NY@SA 08:30PM ET",9.269
"PG","Jimmer Fredette",3000,"NO@Dal 08:00PM ET",3.917
"C","DeJuan Blair",3000,"Was@Orl 07:00PM ET",2.458
"C","Lavoy Allen",3000,"LAC@Ind 07:00PM ET",19.575
"SG","Kent Bazemore",3000,"Phi@Atl 07:30PM ET",6.183
"PG","Patty Mills",3000,"NY@SA 08:30PM ET",0
"C","Festus Ezeli",3000,"Hou@GS 10:30PM ET",8.250
"PF","Alexis Ajinca",3000,"NO@Dal 08:00PM ET",9.304
"C","Jeff Withey",3000,"NO@Dal 08:00PM ET",6.205
"PG","Jorge Gutierrez",3000,"Bkn@Chi 08:00PM ET",3.556
"SG","Malcolm Lee",3000,"Phi@Atl 07:30PM ET",0.000
"SF","Al-Farouq Aminu",3000,"NO@Dal 08:00PM ET",14.080
"C","Justin Hamilton",3000,"Mia@Den 10:30PM ET",6.575
"SF","Luke Babbitt",3000,"NO@Dal 08:00PM ET",8.033
"PF","Andrew Nicholson",3000,"Was@Orl 07:00PM ET",5.271
"SF","Jeffery Taylor",3000,"Bos@Cha 07:00PM ET",0
"SF","Paul George",3000,"LAC@Ind 07:00PM ET",0
"PG","Shelvin Mack",3000,"Phi@Atl 07:30PM ET",10.776
"SG","Glen Rice Jr.",3000,"Was@Orl 07:00PM ET",3.700
"PF","Travis Wear",3000,"NY@SA 08:30PM ET",5.412
"SG","Victor Claver",3000,"Por@Min 08:00PM ET",0
"C","Shayne Whittington",3000,"LAC@Ind 07:00PM ET",7.071
"PF","Brandon Davies",3000,"Phi@Atl 07:30PM ET",14.613
"SG","C.J. Wilcox",3000,"LAC@Ind 07:00PM ET",5.000
"SG","John Jenkins",3000,"Phi@Atl 07:30PM ET",15.250
"PG","Erick Green",3000,"Mia@Den 10:30PM ET",4.150
"PF","Cory Jefferson",3000,"Bkn@Chi 08:00PM ET",4.750
"C","Hassan Whiteside",3000,"Mia@Den 10:30PM ET",0.625
"PG","Jared Cunningham",3000,"LAC@Ind 07:00PM ET",3.404
"PG","Troy Daniels",3000,"Hou@GS 10:30PM ET",3.077
"C","Greg Smith",3000,"NO@Dal 08:00PM ET",3.188
"SG","Andre Dawkins",3000,"Mia@Den 10:30PM ET",1.417
"C","Mike Muscala",3000,"Phi@Atl 07:30PM ET",8.542
"PG","C.J. McCollum",3000,"Por@Min 08:00PM ET",9.227
"SG","Allen Crabbe",3000,"Por@Min 08:00PM ET",9.033
"C","Meyers Leonard",3000,"Por@Min 08:00PM ET",8.625
"PF","Kevin Seraphin",3000,"Was@Orl 07:00PM ET",12.368
"SG","Tony Snell",3000,"Bkn@Chi 08:00PM ET",4.426
"PF","Cameron Bairstow",3000,"Bkn@Chi 08:00PM ET",2.188
"SG","Will Barton",3000,"Por@Min 08:00PM ET",5.771
"PG","Phil Pressey",3000,"Bos@Cha 07:00PM ET",9.000
"PF","Dwight Powell",3000,"Bos@Cha 07:00PM ET",3.417
"SF","Reggie Bullock",3000,"LAC@Ind 07:00PM ET",5.896
"PF","Jae Crowder",3000,"NO@Dal 08:00PM ET",6.575
"PG","Pablo Prigioni",3000,"NY@SA 08:30PM ET",13.038
"PG","Russ Smith",3000,"NO@Dal 08:00PM ET",-0.250
"SG","Markel Brown",3000,"Bkn@Chi 08:00PM ET",5.333
"SG","Roy Devyn Marble",3000,"Was@Orl 07:00PM ET",1.313
"PF","Adreian Payne",3000,"Phi@Atl 07:30PM ET",0
"SF","Doug McDermott",3000,"Bkn@Chi 08:00PM ET",5.706
"C","Bismack Biyombo",3000,"Bos@Cha 07:00PM ET",14.635
"SG","James Ennis",3000,"Mia@Den 10:30PM ET",9.038
"SG","Nick Johnson",3000,"Hou@GS 10:30PM ET",6.306
"SF","Otto Porter",3000,"Was@Orl 07:00PM ET",13.921
"SF","Maurice Harkless",3000,"Was@Orl 07:00PM ET",10.288
"PF","Jakarr Sampson",3000,"Phi@Atl 07:30PM ET",5.893
"PG","Shane Larkin",3000,"NY@SA 08:30PM ET",13.325
"C","Ognjen Kuzmic",3000,"Hou@GS 10:30PM ET",2.143
"SG","Sergey Karasev",3000,"Bkn@Chi 08:00PM ET",3.893
"SF","Kyle Anderson",3000,"NY@SA 08:30PM ET",6.475
"SF","Glenn Robinson III",3000,"Por@Min 08:00PM ET",3.563
"SF","Jerami Grant",3000,"Phi@Atl 07:30PM ET",8.200
"SF","Cleanthony Early",3000,"NY@SA 08:30PM ET",5.536
"SG","Gary Harris",3000,"Mia@Den 10:30PM ET",8.417
"SG","Ricky Ledo",3000,"NO@Dal 08:00PM ET",0
"C","Vitor Faverani",3000,"Bos@Cha 07:00PM ET",0
"C","Pero Antic",3000,"Phi@Atl 07:30PM ET",11.222
"PF","Noah Vonleh",3000,"Bos@Cha 07:00PM ET",6.833
"SG","James Young",3000,"Bos@Cha 07:00PM ET",3.500
"C","Joel Embiid",3000,"Phi@Atl 07:30PM ET",0
"C","Jusuf Nurkic",3000,"Mia@Den 10:30PM ET",9.722
"PF","Clint Capela",3000,"Hou@GS 10:30PM ET",3.833
"PF","Damjan Rudez",3000,"LAC@Ind 07:00PM ET",7.800
