"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SG","J.J. Redick",4600,"LAC@LAL 10:30PM ET",4.500
"PF","Ersan Ilyasova",4600,"Phi@Mil 08:30PM ET",13.250
"PG","Jeremy Lin",4600,"LAC@LAL 10:30PM ET",12.750
"SG","Marco Belinelli",4600,"SA@Pho 10:00PM ET",24.500
"PG","Alexey Shved",4600,"Phi@Mil 08:30PM ET",30.750
"SF","K.J. McDaniels",4600,"Phi@Mil 08:30PM ET",9.500
"PF","Boris Diaw",4500,"SA@Pho 10:00PM ET",23.750
"SF","P.J. Tucker",4500,"SA@Pho 10:00PM ET",0
"SG","Danny Green",4500,"SA@Pho 10:00PM ET",21.500
"SG","O.J. Mayo",4500,"Phi@Mil 08:30PM ET",28.250
"PF","Ed Davis",4500,"LAC@LAL 10:30PM ET",31.125
"SG","Ben McLemore",4500,"Por@Sac 10:00PM ET",5.000
"SG","Courtney Lee",4400,"Mem@Ind 07:00PM ET",25.250
"SF","Khris Middleton",4400,"Phi@Mil 08:30PM ET",27.500
"C","Anderson Varejao",4300,"Cle@Chi 08:00PM ET",19.500
"PF","Marcus Morris",4200,"SA@Pho 10:00PM ET",27.750
"PF","John Henson",4200,"Phi@Mil 08:30PM ET",9.000
"SG","Vince Carter",4000,"Mem@Ind 07:00PM ET",8.750
"SF","Shawn Marion",4000,"Cle@Chi 08:00PM ET",6.000
"SG","Tony Allen",4000,"Mem@Ind 07:00PM ET",23.750
"SG","Gerald Green",4000,"SA@Pho 10:00PM ET",8.750
"SF","C.J. Miles",4000,"Mem@Ind 07:00PM ET",19.750
"PF","Jason Thompson",3900,"Por@Sac 10:00PM ET",14.750
"SF","Hollis Thompson",3900,"Phi@Mil 08:30PM ET",20.250
"SF","Wesley Johnson",3800,"LAC@LAL 10:30PM ET",13.625
"PG","Kirk Hinrich",3600,"Cle@Chi 08:00PM ET",15.750
"SG","Nick Young",3600,"LAC@LAL 10:30PM ET",0
"PG","Ronnie Price",3500,"LAC@LAL 10:30PM ET",19.000
"SF","Mike Dunleavy",3500,"Cle@Chi 08:00PM ET",11.250
"PG","Aaron Brooks",3500,"Cle@Chi 08:00PM ET",26.500
"SF","Solomon Hill",3500,"Mem@Ind 07:00PM ET",17.500
"C","Chris Kaman",3400,"Por@Sac 10:00PM ET",23.500
"PF","Chris Copeland",3400,"Mem@Ind 07:00PM ET",19.000
"SF","Doug McDermott",3400,"Cle@Chi 08:00PM ET",23.750
"SG","Nik Stauskas",3400,"Por@Sac 10:00PM ET",9.500
"SF","T.J. Warren",3300,"SA@Pho 10:00PM ET",0
"SF","Jared Dudley",3200,"Phi@Mil 08:30PM ET",14.500
"PF","Brandon Davies",3200,"Phi@Mil 08:30PM ET",21.250
"SF","Derrick Williams",3200,"Por@Sac 10:00PM ET",6.500
"SF","Chris Johnson",3100,"Phi@Mil 08:30PM ET",16.250
"C","Nazr Mohammed",3000,"Cle@Chi 08:00PM ET",0
"SF","Mike Miller",3000,"Cle@Chi 08:00PM ET",0.000
"SF","Hedo Turkoglu",3000,"LAC@LAL 10:30PM ET",0
"SG","Jason Richardson",3000,"Phi@Mil 08:30PM ET",0
"C","Brendan Haywood",3000,"Cle@Chi 08:00PM ET",0
"PF","Matt Bonner",3000,"SA@Pho 10:00PM ET",2.500
"PG","Steve Blake",3000,"Por@Sac 10:00PM ET",14.750
"SG","James Jones",3000,"Cle@Chi 08:00PM ET",0
"PF","Louis Amundson",3000,"Cle@Chi 08:00PM ET",0
"SF","Tayshaun Prince",3000,"Mem@Ind 07:00PM ET",0
"PF","Shavlik Randolph",3000,"SA@Pho 10:00PM ET",9.250
"PF","Reggie Evans",3000,"Por@Sac 10:00PM ET",7.250
"PG","C.J. Watson",3000,"Mem@Ind 07:00PM ET",0
"C","Ryan Hollins",3000,"Por@Sac 10:00PM ET",3.250
"C","Zaza Pachulia",3000,"Phi@Mil 08:30PM ET",9.750
"PF","Anthony Tolliver",3000,"SA@Pho 10:00PM ET",14.500
"SF","Dorell Wright",3000,"Por@Sac 10:00PM ET",3.250
"PG","Beno Udrih",3000,"Mem@Ind 07:00PM ET",4.250
"PF","Carl Landry",3000,"Por@Sac 10:00PM ET",15.750
"PG","Jordan Farmar",3000,"LAC@LAL 10:30PM ET",10.500
"PF","Glen Davis",3000,"LAC@LAL 10:30PM ET",0
"PG","Ramon Sessions",3000,"Por@Sac 10:00PM ET",2.500
"C","Ian Mahinmi",3000,"Mem@Ind 07:00PM ET",17.750
"PF","Jeff Ayres",3000,"SA@Pho 10:00PM ET",0
"SF","Luc Richard Mbah a Moute",3000,"Phi@Mil 08:30PM ET",0
"SF","Chris Douglas-Roberts",3000,"LAC@LAL 10:30PM ET",7.250
"C","Aron Baynes",3000,"SA@Pho 10:00PM ET",7.500
"C","Joel Freeland",3000,"Por@Sac 10:00PM ET",4.500
"PG","A.J. Price",3000,"Cle@Chi 08:00PM ET",0
"SG","Wayne Ellington",3000,"LAC@LAL 10:30PM ET",16.750
"SG","Quincy Pondexter",3000,"Mem@Ind 07:00PM ET",6.000
"C","Ekpe Udoh",3000,"LAC@LAL 10:30PM ET",0.000
"PG","Jerryd Bayless",3000,"Phi@Mil 08:30PM ET",6.500
"C","Kosta Koufos",3000,"Mem@Ind 07:00PM ET",0.750
"PF","Jon Leuer",3000,"Mem@Ind 07:00PM ET",5.750
"PG","E'Twaun Moore",3000,"Cle@Chi 08:00PM ET",0.000
"PG","Nick Calathes",3000,"Mem@Ind 07:00PM ET",0
"SF","Austin Daye",3000,"SA@Pho 10:00PM ET",0
"C","Robert Sacre",3000,"LAC@LAL 10:30PM ET",6.125
"C","Lavoy Allen",3000,"Mem@Ind 07:00PM ET",21.250
"SF","Malcolm Thomas",3000,"Phi@Mil 08:30PM ET",11.250
"PG","Patty Mills",3000,"SA@Pho 10:00PM ET",0
"SG","Victor Claver",3000,"Por@Sac 10:00PM ET",0
"SF","Omri Casspi",3000,"Por@Sac 10:00PM ET",7.000
"C","Shayne Whittington",3000,"Mem@Ind 07:00PM ET",0
"SG","C.J. Wilcox",3000,"LAC@LAL 10:30PM ET",0
"PF","Ryan Kelly",3000,"LAC@LAL 10:30PM ET",0
"PF","Thomas Robinson",3000,"Por@Sac 10:00PM ET",3.250
"SG","Xavier Henry",3000,"LAC@LAL 10:30PM ET",6.250
"PG","Jared Cunningham",3000,"LAC@LAL 10:30PM ET",0
"PG","C.J. McCollum",3000,"Por@Sac 10:00PM ET",4.500
"PG","Nate Wolters",3000,"Phi@Mil 08:30PM ET",0
"PG","Matthew Dellavedova",3000,"Cle@Chi 08:00PM ET",11.500
"SG","Allen Crabbe",3000,"Por@Sac 10:00PM ET",4.750
"SG","Joe Harris",3000,"Cle@Chi 08:00PM ET",0
"C","Meyers Leonard",3000,"Por@Sac 10:00PM ET",0
"SG","Tony Snell",3000,"Cle@Chi 08:00PM ET",5.750
"PF","Cameron Bairstow",3000,"Cle@Chi 08:00PM ET",-0.500
"C","Alex Kirk",3000,"Cle@Chi 08:00PM ET",0
"SG","Will Barton",3000,"Por@Sac 10:00PM ET",0.000
"PG","Jordan Clarkson",3000,"LAC@LAL 10:30PM ET",12.750
"PG","Kendall Marshall",3000,"Phi@Mil 08:30PM ET",0
"SF","Reggie Bullock",3000,"LAC@LAL 10:30PM ET",0
"PG","Cory Joseph",3000,"SA@Pho 10:00PM ET",11.750
"PF","Eric Moreland",3000,"Por@Sac 10:00PM ET",0
"SG","Zoran Dragic",3000,"SA@Pho 10:00PM ET",0
"PG","Ray McCallum",3000,"Por@Sac 10:00PM ET",0.000
"PF","Nikola Mirotic",3000,"Cle@Chi 08:00PM ET",16.750
"PF","Johnny O'Bryant III",3000,"Phi@Mil 08:30PM ET",0
"PF","Jakarr Sampson",3000,"Phi@Mil 08:30PM ET",0.750
"C","Alex Len",3000,"SA@Pho 10:00PM ET",10.750
"PF","Jarnell Stokes",3000,"Mem@Ind 07:00PM ET",0
"SG","Jordan Adams",3000,"Mem@Ind 07:00PM ET",0
"SF","Kyle Anderson",3000,"SA@Pho 10:00PM ET",0
"SF","Jerami Grant",3000,"Phi@Mil 08:30PM ET",0
"SG","Archie Goodwin",3000,"SA@Pho 10:00PM ET",2.750
"PG","Tyler Ennis",3000,"SA@Pho 10:00PM ET",7.000
"C","Joel Embiid",3000,"Phi@Mil 08:30PM ET",0
"SF","Damien Inglis",3000,"Phi@Mil 08:30PM ET",0
"PF","Damjan Rudez",3000,"Mem@Ind 07:00PM ET",0.000
