"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF","David Lee",7000,"GS@Min 08:00PM ET",5.500
"C","Roy Hibbert",7000,"Atl@Ind 07:00PM ET",30.375
"PF","Markieff Morris",7000,"Pho@LAC 10:30PM ET",30.738
"C","Brook Lopez",6900,"Cle@Bkn 07:30PM ET",28.766
"SF","Jeff Green",6600,"Bos@Was 07:00PM ET",30.471
"C","Al Horford",6600,"Atl@Ind 07:00PM ET",27.917
"PG","Darren Collison",6600,"Uta@Sac 10:00PM ET",33.618
"PF","David West",6400,"Atl@Ind 07:00PM ET",27.500
"SF","Draymond Green",6200,"GS@Min 08:00PM ET",31.763
"SG","Joe Johnson",6100,"Cle@Bkn 07:30PM ET",29.556
"C","Andrew Bogut",6100,"GS@Min 08:00PM ET",29.355
"SF","Wilson Chandler",6000,"Den@Tor 07:30PM ET",26.026
"SG","Alec Burks",6000,"Uta@Sac 10:00PM ET",24.736
"C","Enes Kanter",6000,"Uta@Sac 10:00PM ET",23.925
"SG","Kyle Korver",5900,"Atl@Ind 07:00PM ET",26.500
"PG","George Hill",5900,"Atl@Ind 07:00PM ET",0
"PG","Mo Williams",5800,"GS@Min 08:00PM ET",24.938
"PG","Isaiah Thomas",5800,"Pho@LAC 10:30PM ET",26.167
"SG","Bradley Beal",5700,"Bos@Was 07:00PM ET",25.861
"C","Timofey Mozgov",5600,"Den@Tor 07:30PM ET",23.039
"C","Jonas Valanciunas",5600,"Den@Tor 07:30PM ET",25.105
"SG","Kevin Martin",5500,"GS@Min 08:00PM ET",29.694
"SF","Corey Brewer",5500,"GS@Min 08:00PM ET",22.513
"SG","Arron Afflalo",5500,"Den@Tor 07:30PM ET",21.079
"C","Anderson Varejao",5400,"Cle@Bkn 07:30PM ET",23.412
"PG","Trey Burke",5400,"Uta@Sac 10:00PM ET",25.788
"PF","Mirza Teletovic",5400,"Cle@Bkn 07:30PM ET",21.708
"PF","Amir Johnson",5300,"Den@Tor 07:30PM ET",22.838
"PF","Kenneth Faried",5300,"Den@Tor 07:30PM ET",22.855
"SG","Lou Williams",5200,"Den@Tor 07:30PM ET",20.213
"SF","Harrison Barnes",5200,"GS@Min 08:00PM ET",23.329
"SG","Jamal Crawford",5100,"Pho@LAC 10:30PM ET",26.806
"SF","DeMarre Carroll",5100,"Atl@Ind 07:00PM ET",23.196
"PG","Greivis Vasquez",5100,"Den@Tor 07:30PM ET",18.863
"SF","Paul Pierce",5000,"Bos@Was 07:00PM ET",24.139
"C","Tyler Zeller",5000,"Bos@Was 07:00PM ET",16.338
"PF","Tristan Thompson",5000,"Cle@Bkn 07:30PM ET",20.417
"SG","Ben McLemore",5000,"Uta@Sac 10:00PM ET",18.650
"SF","Andrew Wiggins",5000,"GS@Min 08:00PM ET",19.711
"SG","Randy Foye",4900,"Den@Tor 07:30PM ET",14.659
"C","Nikola Pekovic",4900,"GS@Min 08:00PM ET",24.806
"PF","Nene Hilario",4800,"Bos@Was 07:00PM ET",22.667
"PF","Luis Scola",4800,"Atl@Ind 07:00PM ET",21.838
"PF","Kris Humphries",4700,"Bos@Was 07:00PM ET",17.809
"SG","Gerald Green",4700,"Pho@LAC 10:30PM ET",22.119
"PF","Marreese Speights",4700,"GS@Min 08:00PM ET",21.083
"PF","Patrick Patterson",4700,"Den@Tor 07:30PM ET",19.538
"C","Rudy Gobert",4700,"Uta@Sac 10:00PM ET",15.438
"PG","Zach LaVine",4700,"GS@Min 08:00PM ET",16.875
"SG","Rodney Stuckey",4600,"Atl@Ind 07:00PM ET",21.135
"SF","Terrence Ross",4600,"Den@Tor 07:30PM ET",19.175
"PF","Kevin Garnett",4500,"Cle@Bkn 07:30PM ET",22.156
"SF","P.J. Tucker",4500,"Pho@LAC 10:30PM ET",20.368
"C","J.J. Hickson",4500,"Den@Tor 07:30PM ET",20.568
"SF","Solomon Hill",4500,"Atl@Ind 07:00PM ET",23.025
"SG","Avery Bradley",4500,"Bos@Was 07:00PM ET",20.412
"SF","Andre Iguodala",4400,"GS@Min 08:00PM ET",16.632
"SF","Evan Turner",4400,"Bos@Was 07:00PM ET",19.456
"SF","Bojan Bogdanovic",4400,"Cle@Bkn 07:30PM ET",16.278
"SG","J.J. Redick",4300,"Pho@LAC 10:30PM ET",19.566
"PF","Reggie Evans",4300,"Uta@Sac 10:00PM ET",14.923
"PF","Jason Thompson",4300,"Uta@Sac 10:00PM ET",16.038
"C","Spencer Hawes",4300,"Pho@LAC 10:30PM ET",16.421
"C","Miles Plumlee",4300,"Pho@LAC 10:30PM ET",16.619
"SF","Omri Casspi",4200,"Uta@Sac 10:00PM ET",14.863
"PF","Marcus Morris",4100,"Pho@LAC 10:30PM ET",18.095
"SF","Matt Barnes",4000,"Pho@LAC 10:30PM ET",15.559
"SF","Chris Copeland",4000,"Atl@Ind 07:00PM ET",19.325
"SF","James Johnson",4000,"Den@Tor 07:30PM ET",17.941
"SF","Shabazz Muhammad",4000,"GS@Min 08:00PM ET",16.553
"SF","Shawn Marion",3900,"Cle@Bkn 07:30PM ET",15.431
"PG","C.J. Watson",3900,"Atl@Ind 07:00PM ET",20.000
"PG","Jarrett Jack",3900,"Cle@Bkn 07:30PM ET",19.278
"PF","Carl Landry",3900,"Uta@Sac 10:00PM ET",14.875
"PF","Brandon Bass",3800,"Bos@Was 07:00PM ET",15.500
"SF","Danilo Gallinari",3800,"Den@Tor 07:30PM ET",14.882
"PF","Anthony Bennett",3800,"GS@Min 08:00PM ET",15.597
"PG","Dennis Schroder",3800,"Atl@Ind 07:00PM ET",17.559
"PG","Andre Miller",3700,"Bos@Was 07:00PM ET",11.375
"SF","Andrei Kirilenko",3700,"Cle@Bkn 07:30PM ET",2.286
"PG","Ramon Sessions",3700,"Uta@Sac 10:00PM ET",12.355
"C","Mason Plumlee",3700,"Cle@Bkn 07:30PM ET",13.653
"SF","Rodney Hood",3700,"Uta@Sac 10:00PM ET",11.725
"SG","Rasual Butler",3600,"Bos@Was 07:00PM ET",17.143
"SF","Derrick Williams",3600,"Uta@Sac 10:00PM ET",8.150
"SG","Dion Waiters",3600,"Cle@Bkn 07:30PM ET",14.926
"SF","C.J. Miles",3400,"Atl@Ind 07:00PM ET",13.538
"SF","Joe Ingles",3400,"Uta@Sac 10:00PM ET",9.100
"PF","Trevor Booker",3300,"Uta@Sac 10:00PM ET",15.938
"SF","Otto Porter",3300,"Bos@Was 07:00PM ET",15.044
"C","Pero Antic",3300,"Atl@Ind 07:00PM ET",10.656
"PG","Shaun Livingston",3200,"GS@Min 08:00PM ET",11.105
"SF","Martell Webster",3200,"Bos@Was 07:00PM ET",0
"C","Elton Brand",3000,"Atl@Ind 07:00PM ET",11.063
"SF","Mike Miller",3000,"Cle@Bkn 07:30PM ET",4.865
"SF","Hedo Turkoglu",3000,"Pho@LAC 10:30PM ET",5.850
"C","Brendan Haywood",3000,"Cle@Bkn 07:30PM ET",4.438
"SF","Gerald Wallace",3000,"Bos@Was 07:00PM ET",1.750
"SG","James Jones",3000,"Cle@Bkn 07:30PM ET",5.313
"PF","Chuck Hayes",3000,"Den@Tor 07:30PM ET",6.625
"PF","Louis Amundson",3000,"Cle@Bkn 07:30PM ET",5.042
"SG","Alan Anderson",3000,"Cle@Bkn 07:30PM ET",8.542
"PF","Ronny Turiaf",3000,"GS@Min 08:00PM ET",2.125
"PF","Drew Gooden",3000,"Bos@Was 07:00PM ET",13.104
"SF","Steve Novak",3000,"Uta@Sac 10:00PM ET",3.604
"PF","Shavlik Randolph",3000,"Pho@LAC 10:30PM ET",3.575
"PG","Nate Robinson",3000,"Den@Tor 07:30PM ET",10.671
"C","Ryan Hollins",3000,"Uta@Sac 10:00PM ET",5.841
"PG","Leandro Barbosa",3000,"GS@Min 08:00PM ET",11.044
"PF","Anthony Tolliver",3000,"Pho@LAC 10:30PM ET",6.658
"C","Greg Stiemsma",3000,"Den@Tor 07:30PM ET",4.458
"PG","Jordan Farmar",3000,"Pho@LAC 10:30PM ET",10.444
"SG","Garrett Temple",3000,"Bos@Was 07:00PM ET",14.703
"PF","Glen Davis",3000,"Pho@LAC 10:30PM ET",7.143
"C","Ian Mahinmi",3000,"Atl@Ind 07:00PM ET",14.738
"SF","Jeff Adrien",3000,"GS@Min 08:00PM ET",13.417
"SF","Chris Douglas-Roberts",3000,"Pho@LAC 10:30PM ET",4.563
"PF","Tyler Hansbrough",3000,"Den@Tor 07:30PM ET",8.333
"SF","Alonzo Gee",3000,"Den@Tor 07:30PM ET",9.865
"SG","Brandon Rush",3000,"GS@Min 08:00PM ET",3.625
"SG","Thabo Sefolosha",3000,"Atl@Ind 07:00PM ET",15.047
"PG","A.J. Price",3000,"Cle@Bkn 07:30PM ET",15.773
"C","Jerome Jordan",3000,"Cle@Bkn 07:30PM ET",6.433
"SF","Chase Budinger",3000,"GS@Min 08:00PM ET",8.824
"SG","Landry Fields",3000,"Den@Tor 07:30PM ET",2.333
"PF","Darrell Arthur",3000,"Den@Tor 07:30PM ET",15.056
"PG","Donald Sloan",3000,"Atl@Ind 07:00PM ET",25.028
"C","Ekpe Udoh",3000,"Pho@LAC 10:30PM ET",1.639
"C","JaVale McGee",3000,"Den@Tor 07:30PM ET",11.214
"SF","Jeremy Evans",3000,"Uta@Sac 10:00PM ET",1.600
"SF","Justin Holiday",3000,"GS@Min 08:00PM ET",1.938
"PF","Mike Scott",3000,"Atl@Ind 07:00PM ET",12.235
"SF","Robbie Hummel",3000,"GS@Min 08:00PM ET",8.017
"SG","Marcus Thornton",3000,"Bos@Was 07:00PM ET",11.406
"C","DeJuan Blair",3000,"Bos@Was 07:00PM ET",2.458
"C","Lavoy Allen",3000,"Atl@Ind 07:00PM ET",19.961
"SG","Kent Bazemore",3000,"Atl@Ind 07:00PM ET",6.788
"C","Festus Ezeli",3000,"GS@Min 08:00PM ET",7.500
"PG","Jorge Gutierrez",3000,"Cle@Bkn 07:30PM ET",3.563
"SF","Paul George",3000,"Atl@Ind 07:00PM ET",0
"SG","Toure' Murry",3000,"Uta@Sac 10:00PM ET",0
"PG","Shelvin Mack",3000,"Atl@Ind 07:00PM ET",10.662
"SG","Glen Rice Jr.",3000,"Bos@Was 07:00PM ET",3.700
"SG","Ian Clark",3000,"Uta@Sac 10:00PM ET",3.906
"C","Shayne Whittington",3000,"Atl@Ind 07:00PM ET",7.542
"SG","C.J. Wilcox",3000,"Pho@LAC 10:30PM ET",5.000
"SG","John Jenkins",3000,"Atl@Ind 07:00PM ET",15.250
"PG","Erick Green",3000,"Den@Tor 07:30PM ET",6.250
"PF","Cory Jefferson",3000,"Cle@Bkn 07:30PM ET",4.679
"PG","Jared Cunningham",3000,"Pho@LAC 10:30PM ET",3.208
"C","Kelly Olynyk",3000,"Bos@Was 07:00PM ET",23.735
"C","Mike Muscala",3000,"Atl@Ind 07:00PM ET",9.850
"PG","Matthew Dellavedova",3000,"Cle@Bkn 07:30PM ET",8.417
"SG","Joe Harris",3000,"Cle@Bkn 07:30PM ET",5.516
"PF","Kevin Seraphin",3000,"Bos@Was 07:00PM ET",12.088
"C","Alex Kirk",3000,"Cle@Bkn 07:30PM ET",1.833
"PG","Phil Pressey",3000,"Bos@Was 07:00PM ET",9.000
"PF","Dwight Powell",3000,"Bos@Was 07:00PM ET",3.417
"SF","Reggie Bullock",3000,"Pho@LAC 10:30PM ET",5.896
"SG","Markel Brown",3000,"Cle@Bkn 07:30PM ET",4.875
"PF","Eric Moreland",3000,"Uta@Sac 10:00PM ET",0.625
"PF","Adreian Payne",3000,"Atl@Ind 07:00PM ET",0
"SG","Zoran Dragic",3000,"Pho@LAC 10:30PM ET",0.000
"PG","Ray McCallum",3000,"Uta@Sac 10:00PM ET",4.688
"C","Alex Len",3000,"Pho@LAC 10:30PM ET",14.429
"C","Lucas Nogueira",3000,"Den@Tor 07:30PM ET",9.250
"C","Ognjen Kuzmic",3000,"GS@Min 08:00PM ET",2.083
"SF","T.J. Warren",3000,"Pho@LAC 10:30PM ET",6.281
"SG","Sergey Karasev",3000,"Cle@Bkn 07:30PM ET",2.083
"PG","Marcus Smart",3000,"Bos@Was 07:00PM ET",13.042
"SF","Glenn Robinson III",3000,"GS@Min 08:00PM ET",3.000
"SG","Nik Stauskas",3000,"Uta@Sac 10:00PM ET",5.600
"SG","Archie Goodwin",3000,"Pho@LAC 10:30PM ET",5.100
"SG","Gary Harris",3000,"Den@Tor 07:30PM ET",9.643
"C","Vitor Faverani",3000,"Bos@Was 07:00PM ET",0
"PG","Tyler Ennis",3000,"Pho@LAC 10:30PM ET",5.563
"SG","James Young",3000,"Bos@Was 07:00PM ET",3.500
"PG","Dante Exum",3000,"Uta@Sac 10:00PM ET",10.625
"C","Jusuf Nurkic",3000,"Den@Tor 07:30PM ET",9.722
"SF","Bruno Caboclo",3000,"Den@Tor 07:30PM ET",11.750
"PF","Damjan Rudez",3000,"Atl@Ind 07:00PM ET",7.763
