"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF","Charlie Villanueva",3000,"Dal@Mem 08:00PM ET",4.354
"PF","Anthony Tolliver",3000,"Mia@Pho 09:00PM ET",6.658
"SF","Jared Dudley",3000,"Mil@OKC 08:00PM ET",11.205
"SF","Dorell Wright",3000,"Por@Det 07:30PM ET",5.656
"PG","Beno Udrih",3000,"Dal@Mem 08:00PM ET",14.013
"C","Greg Stiemsma",3000,"Tor@Cle 07:00PM ET",4.458
"C","Jason Smith",3000,"NY@NO 08:00PM ET",10.455
"SF","Shawne Williams",3000,"Mia@Pho 09:00PM ET",18.575
"PF","Joel Anthony",3000,"Por@Det 07:30PM ET",3.917
"PF","Jeff Ayres",3000,"SA@Uta 09:00PM ET",6.018
"PF","Tyler Hansbrough",3000,"Tor@Cle 07:00PM ET",8.333
"C","Joel Freeland",3000,"Por@Det 07:30PM ET",7.971
"PG","A.J. Price",3000,"Tor@Cle 07:00PM ET",15.773
"SG","Wayne Ellington",3000,"Sac@LAL 10:30PM ET",13.000
"SG","Quincy Pondexter",3000,"Dal@Mem 08:00PM ET",9.222
"PG","Ish Smith",3000,"Mil@OKC 08:00PM ET",3.389
"PF","Lance Thomas",3000,"Mil@OKC 08:00PM ET",12.763
"SG","Landry Fields",3000,"Tor@Cle 07:00PM ET",2.333
"SF","Jeremy Evans",3000,"SA@Uta 09:00PM ET",1.600
"PG","Gal Mekel",3000,"NY@NO 08:00PM ET",8.000
"PG","Jerryd Bayless",3000,"Mil@OKC 08:00PM ET",12.318
"C","Kosta Koufos",3000,"Dal@Mem 08:00PM ET",11.697
"C","Cole Aldrich",3000,"NY@NO 08:00PM ET",8.596
"PG","Nick Calathes",3000,"Dal@Mem 08:00PM ET",4.875
"SF","Austin Daye",3000,"SA@Uta 09:00PM ET",9.269
"C","Robert Sacre",3000,"Sac@LAL 10:30PM ET",9.700
"PG","Jimmer Fredette",3000,"NY@NO 08:00PM ET",3.917
"PG","Patty Mills",3000,"SA@Uta 09:00PM ET",0
"PF","Alexis Ajinca",3000,"NY@NO 08:00PM ET",9.304
"C","Jeff Withey",3000,"NY@NO 08:00PM ET",6.205
"SF","Al-Farouq Aminu",3000,"Dal@Mem 08:00PM ET",14.080
"C","Justin Hamilton",3000,"Mia@Pho 09:00PM ET",6.575
"SF","Luke Babbitt",3000,"NY@NO 08:00PM ET",8.033
"SG","Toure' Murry",3000,"SA@Uta 09:00PM ET",0
"SG","Luigi Datome",3000,"Por@Det 07:30PM ET",11.750
"PF","Travis Wear",3000,"NY@NO 08:00PM ET",5.412
"SG","Victor Claver",3000,"Por@Det 07:30PM ET",0
"PF","Jonas Jerebko",3000,"Por@Det 07:30PM ET",10.184
"SG","Ian Clark",3000,"SA@Uta 09:00PM ET",3.906
"PF","Ryan Kelly",3000,"Sac@LAL 10:30PM ET",7.083
"SG","Xavier Henry",3000,"Sac@LAL 10:30PM ET",3.778
"C","Hassan Whiteside",3000,"Mia@Pho 09:00PM ET",0.625
"C","Greg Smith",3000,"Dal@Mem 08:00PM ET",3.188
"SG","Andre Dawkins",3000,"Mia@Pho 09:00PM ET",1.417
"PG","C.J. McCollum",3000,"Por@Det 07:30PM ET",9.227
"PG","Nate Wolters",3000,"Mil@OKC 08:00PM ET",6.000
"PG","Matthew Dellavedova",3000,"Tor@Cle 07:00PM ET",8.417
"SG","Allen Crabbe",3000,"Por@Det 07:30PM ET",9.033
"SG","Joe Harris",3000,"Tor@Cle 07:00PM ET",5.516
"C","Meyers Leonard",3000,"Por@Det 07:30PM ET",8.625
"C","Alex Kirk",3000,"Tor@Cle 07:00PM ET",1.833
"SF","Perry Jones",3000,"Mil@OKC 08:00PM ET",18.958
"SG","Will Barton",3000,"Por@Det 07:30PM ET",5.771
"PG","Jordan Clarkson",3000,"Sac@LAL 10:30PM ET",8.104
"PG","Kendall Marshall",3000,"Mil@OKC 08:00PM ET",10.091
"PF","Jae Crowder",3000,"Dal@Mem 08:00PM ET",6.575
"PG","Pablo Prigioni",3000,"NY@NO 08:00PM ET",13.038
"PG","Russ Smith",3000,"NY@NO 08:00PM ET",-0.250
"PF","Eric Moreland",3000,"Sac@LAL 10:30PM ET",0.625
"SG","Zoran Dragic",3000,"Mia@Pho 09:00PM ET",0.000
"PG","Ray McCallum",3000,"Sac@LAL 10:30PM ET",4.688
"SG","James Ennis",3000,"Mia@Pho 09:00PM ET",9.038
"PG","Spencer Dinwiddie",3000,"Por@Det 07:30PM ET",8.800
"PF","Johnny O'Bryant",3000,"Mil@OKC 08:00PM ET",0
"SF","Tony Mitchell",3000,"Por@Det 07:30PM ET",0
"C","Alex Len",3000,"Mia@Pho 09:00PM ET",14.429
"PG","Shane Larkin",3000,"NY@NO 08:00PM ET",13.325
"PF","Jarnell Stokes",3000,"Dal@Mem 08:00PM ET",4.688
"C","Lucas Nogueira",3000,"Tor@Cle 07:00PM ET",9.250
"SF","T.J. Warren",3000,"Mia@Pho 09:00PM ET",6.281
"PF","Grant Jerrett",3000,"Mil@OKC 08:00PM ET",5.750
"SG","Jordan Adams",3000,"Dal@Mem 08:00PM ET",6.188
"SF","Kyle Anderson",3000,"SA@Uta 09:00PM ET",6.475
"PF","Mitch McGary",3000,"Mil@OKC 08:00PM ET",0
"SG","Nik Stauskas",3000,"Sac@LAL 10:30PM ET",5.600
"SG","Archie Goodwin",3000,"Mia@Pho 09:00PM ET",5.100
"SF","Cleanthony Early",3000,"NY@NO 08:00PM ET",5.536
"SG","Ricky Ledo",3000,"Dal@Mem 08:00PM ET",0
"PG","Tyler Ennis",3000,"Mia@Pho 09:00PM ET",5.563
"PG","Dante Exum",3000,"SA@Uta 09:00PM ET",10.625
"SF","Bruno Caboclo",3000,"Tor@Cle 07:00PM ET",11.750
"SF","Damien Inglis",3000,"Mil@OKC 08:00PM ET",0
