"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF","Marreese Speights",5400,"GS@Orl 07:00PM ET",18.818
"PF","Luis Scola",5300,"Ind@SA 08:30PM ET",22.000
"PG","Jarrett Jack",5300,"Bkn@Phi 07:00PM ET",21.019
"C","Anderson Varejao",5300,"Was@Cle 07:00PM ET",24.577
"PG","Jeremy Lin",5300,"Mem@LAL 10:30PM ET",24.393
"SG","Evan Fournier",5300,"GS@Orl 07:00PM ET",24.700
"PF","Channing Frye",5200,"GS@Orl 07:00PM ET",21.650
"SF","Corey Brewer",5200,"Mil@Min 08:00PM ET",20.479
"C","Henry Sims",5200,"Bkn@Phi 07:00PM ET",20.411
"PF","Boris Diaw",5100,"Ind@SA 08:30PM ET",22.788
"SG","Manu Ginobili",5000,"Ind@SA 08:30PM ET",21.250
"PF","Nene Hilario",5000,"Was@Cle 07:00PM ET",22.545
"PF","Amar'e Stoudemire",5000,"NY@Dal 07:30PM ET",24.571
"SF","DeMarre Carroll",5000,"Tor@Atl 07:30PM ET",24.464
"PF","Amir Johnson",5000,"Tor@Atl 07:30PM ET",20.205
"PG","Donald Sloan",5000,"Ind@SA 08:30PM ET",27.321
"PG","Patrick Beverley",5000,"Sac@Hou 08:00PM ET",24.643
"SG","Iman Shumpert",5000,"NY@Dal 07:30PM ET",24.054
"SF","Solomon Hill",5000,"Ind@SA 08:30PM ET",23.982
"SF","Harrison Barnes",5000,"GS@Orl 07:00PM ET",21.958
"PG","Jameer Nelson",4900,"NY@Dal 07:30PM ET",19.233
"C","Chris Kaman",4900,"Por@Cha 07:00PM ET",22.321
"PG","Lou Williams",4900,"Tor@Atl 07:30PM ET",19.929
"SF","Michael Kidd-Gilchrist",4900,"Por@Cha 07:00PM ET",20.458
"SG","Kevin Martin",4800,"Mil@Min 08:00PM ET",29.694
"SF","Chris Copeland",4800,"Ind@SA 08:30PM ET",21.625
"PF","Kris Humphries",4800,"Was@Cle 07:00PM ET",15.136
"SG","Gerald Green",4800,"Den@Pho 09:00PM ET",21.600
"PG","Jose Calderon",4800,"NY@Dal 07:30PM ET",16.750
"C","Nikola Pekovic",4800,"Mil@Min 08:00PM ET",24.806
"PF","Marcus Morris",4800,"Den@Pho 09:00PM ET",18.433
"PF","Tristan Thompson",4800,"Was@Cle 07:00PM ET",20.019
"PF","Kevin Garnett",4700,"Bkn@Phi 07:00PM ET",21.479
"PG","Mo Williams",4700,"Mil@Min 08:00PM ET",20.563
"PF","Brandan Wright",4700,"NY@Dal 07:30PM ET",20.600
"C","Miles Plumlee",4700,"Den@Pho 09:00PM ET",16.917
"SF","Bojan Bogdanovic",4700,"Bkn@Phi 07:00PM ET",16.019
"SF","Andrew Wiggins",4700,"Mil@Min 08:00PM ET",20.750
"SF","P.J. Tucker",4600,"Den@Pho 09:00PM ET",20.455
"SG","Danny Green",4600,"Ind@SA 08:30PM ET",23.058
"SG","Jeremy Lamb",4600,"Uta@OKC 08:00PM ET",22.175
"SF","Tony Allen",4500,"Mem@LAL 10:30PM ET",19.750
"PG","Ramon Sessions",4500,"Sac@Hou 08:00PM ET",9.313
"PF","Ersan Ilyasova",4500,"Mil@Min 08:00PM ET",15.250
"C","Tiago Splitter",4500,"Ind@SA 08:30PM ET",14.500
"SF","Terrence Ross",4500,"Tor@Atl 07:30PM ET",19.089
"SG","Tim Hardaway Jr.",4500,"NY@Dal 07:30PM ET",12.600
"SG","Thabo Sefolosha",4400,"Tor@Atl 07:30PM ET",18.045
"C","Spencer Hawes",4400,"LAC@Det 07:30PM ET",15.942
"SG","O.J. Mayo",4400,"Mil@Min 08:00PM ET",20.911
"SF","Donatas Motiejunas",4400,"Sac@Hou 08:00PM ET",17.089
"C","Steven Adams",4400,"Uta@OKC 08:00PM ET",20.883
"SF","Shabazz Muhammad",4400,"Mil@Min 08:00PM ET",12.750
"C","Samuel Dalembert",4300,"NY@Dal 07:30PM ET",13.700
"SG","Courtney Lee",4300,"Mem@LAL 10:30PM ET",24.250
"PF","Ed Davis",4300,"Mem@LAL 10:30PM ET",21.161
"SG","Andre Roberson",4300,"Uta@OKC 08:00PM ET",17.964
"SG","Ben McLemore",4300,"Sac@Hou 08:00PM ET",18.019
"SF","Andre Iguodala",4200,"GS@Orl 07:00PM ET",16.083
"SG","Marco Belinelli",4200,"Ind@SA 08:30PM ET",12.200
"SF","Khris Middleton",4200,"Mil@Min 08:00PM ET",16.750
"SF","K.J. McDaniels",4200,"Bkn@Phi 07:00PM ET",17.000
"SG","Rodney Stuckey",4100,"Ind@SA 08:30PM ET",17.714
"PG","D.J. Augustin",4100,"LAC@Det 07:30PM ET",16.962
"SG","Gerald Henderson",4100,"Por@Cha 07:00PM ET",11.673
"PF","Patrick Patterson",4100,"Tor@Atl 07:30PM ET",18.232
"SF","Perry Jones",4100,"Uta@OKC 08:00PM ET",22.350
"PF","Anthony Bennett",4100,"Mil@Min 08:00PM ET",15.818
"PG","Devin Harris",4000,"NY@Dal 07:30PM ET",18.750
"SF","Matt Barnes",4000,"LAC@Det 07:30PM ET",13.313
"SG","Anthony Morrow",4000,"Uta@OKC 08:00PM ET",20.500
"PF","Jason Thompson",4000,"Sac@Hou 08:00PM ET",13.846
"PF","Andrea Bargnani",4000,"NY@Dal 07:30PM ET",0
"SF","Danilo Gallinari",4000,"Den@Pho 09:00PM ET",14.481
"PG","Isaiah Canaan",4000,"Sac@Hou 08:00PM ET",14.125
"C","Mason Plumlee",4000,"Bkn@Phi 07:00PM ET",14.423
"PF","Tarik Black",4000,"Sac@Hou 08:00PM ET",10.167
"SG","Dion Waiters",4000,"Was@Cle 07:00PM ET",16.042
"PG","Shane Larkin",4000,"NY@Dal 07:30PM ET",14.625
"C","Larry Sanders",3900,"Mil@Min 08:00PM ET",20.942
"PF","Cody Zeller",3900,"Por@Cha 07:00PM ET",17.367
"SF","Maurice Harkless",3900,"GS@Orl 07:00PM ET",9.818
"PG","Zach LaVine",3900,"Mil@Min 08:00PM ET",12.444
"SG","J.J. Redick",3800,"LAC@Det 07:30PM ET",17.981
"PG","J.J. Barea",3800,"NY@Dal 07:30PM ET",18.161
"C","Zaza Pachulia",3800,"Mil@Min 08:00PM ET",16.962
"SG","Nick Young",3800,"Mem@LAL 10:30PM ET",18.750
"PG","Brian Roberts",3800,"Por@Cha 07:00PM ET",11.650
"C","Ian Mahinmi",3800,"Ind@SA 08:30PM ET",14.393
"SF","Wesley Johnson",3800,"Mem@LAL 10:30PM ET",17.071
"PF","Lance Thomas",3800,"Uta@OKC 08:00PM ET",14.500
"C","J.J. Hickson",3800,"Den@Pho 09:00PM ET",19.350
"SF","Derrick Williams",3800,"Sac@Hou 08:00PM ET",6.667
"PG","Ray McCallum",3800,"Sac@Hou 08:00PM ET",3.938
"SG","Kentavious Caldwell-Pope",3800,"LAC@Det 07:30PM ET",19.019
"PG","Elfrid Payton",3800,"GS@Orl 07:00PM ET",19.656
"SF","Kostas Papanikolaou",3800,"Sac@Hou 08:00PM ET",19.036
"SG","Vince Carter",3700,"Mem@LAL 10:30PM ET",12.385
"SF","Shawn Marion",3700,"Was@Cle 07:00PM ET",14.558
"SF","Andrei Kirilenko",3700,"Bkn@Phi 07:00PM ET",2.286
"SG","Jodie Meeks",3700,"LAC@Det 07:30PM ET",0
"SG","Nik Stauskas",3700,"Sac@Hou 08:00PM ET",5.308
"C","Rudy Gobert",3700,"Uta@OKC 08:00PM ET",15.317
"PG","Dante Exum",3700,"Uta@OKC 08:00PM ET",12.450
"SF","Caron Butler",3500,"LAC@Det 07:30PM ET",15.827
"SF","Marvin Williams",3500,"Por@Cha 07:00PM ET",13.867
"SF","C.J. Miles",3500,"Ind@SA 08:30PM ET",13.250
"SG","Allen Crabbe",3500,"Por@Cha 07:00PM ET",8.861
"SF","Joe Ingles",3500,"Uta@OKC 08:00PM ET",9.200
"SG","Gary Neal",3400,"Por@Cha 07:00PM ET",19.096
"PG","Beno Udrih",3400,"Mem@LAL 10:30PM ET",14.385
"C","Robert Sacre",3400,"Mem@LAL 10:30PM ET",9.096
"C","Lavoy Allen",3400,"Ind@SA 08:30PM ET",20.643
"PG","Andre Miller",3300,"Was@Cle 07:00PM ET",10.500
"SF","Luc Richard Mbah a Moute",3300,"Bkn@Phi 07:00PM ET",18.750
"SG","Quincy Pondexter",3300,"Mem@LAL 10:30PM ET",8.979
"PG","Greivis Vasquez",3300,"Tor@Atl 07:30PM ET",15.268
"C","JaVale McGee",3300,"Den@Pho 09:00PM ET",11.365
"SF","Otto Porter",3300,"Was@Cle 07:00PM ET",16.477
"PG","Dennis Schroder",3300,"Tor@Atl 07:30PM ET",15.300
"PF","Carl Landry",3200,"Sac@Hou 08:00PM ET",15.846
"SF","Martell Webster",3200,"Was@Cle 07:00PM ET",0
"PF","Darrell Arthur",3200,"Den@Pho 09:00PM ET",16.000
"SF","Kyle Singler",3200,"LAC@Det 07:30PM ET",11.654
"SF","Hollis Thompson",3200,"Bkn@Phi 07:00PM ET",16.411
"PG","Alexey Shved",3200,"Bkn@Phi 07:00PM ET",15.614
"PG","C.J. Watson",3100,"Ind@SA 08:30PM ET",0
"PF","John Henson",3100,"Mil@Min 08:00PM ET",11.365
"PG","Pablo Prigioni",3100,"NY@Dal 07:30PM ET",13.808
"C","Alex Len",3100,"Den@Pho 09:00PM ET",15.667
"PG","Steve Nash",3000,"Mem@LAL 10:30PM ET",0
"C","Elton Brand",3000,"Tor@Atl 07:30PM ET",8.375
"SG","Jason Terry",3000,"Sac@Hou 08:00PM ET",13.857
"SF","Mike Miller",3000,"Was@Cle 07:00PM ET",3.795
"SF","Hedo Turkoglu",3000,"LAC@Det 07:30PM ET",6.417
"SG","Jason Richardson",3000,"Bkn@Phi 07:00PM ET",0
"SF","Richard Jefferson",3000,"NY@Dal 07:30PM ET",7.667
"C","Brendan Haywood",3000,"Was@Cle 07:00PM ET",4.438
"PF","Matt Bonner",3000,"Ind@SA 08:30PM ET",12.179
"C","Nick Collison",3000,"Uta@OKC 08:00PM ET",13.917
"PG","Steve Blake",3000,"Por@Cha 07:00PM ET",15.696
"SG","James Jones",3000,"Was@Cle 07:00PM ET",4.083
"SG","Willie Green",3000,"GS@Orl 07:00PM ET",7.313
"PG","Luke Ridnour",3000,"GS@Orl 07:00PM ET",12.268
"PF","Chuck Hayes",3000,"Tor@Atl 07:30PM ET",7.094
"SG","Ben Gordon",3000,"GS@Orl 07:00PM ET",9.462
"PF","Jason Maxiell",3000,"Por@Cha 07:00PM ET",5.729
"PF","Louis Amundson",3000,"Was@Cle 07:00PM ET",5.563
"SG","Alan Anderson",3000,"Bkn@Phi 07:00PM ET",8.942
"PG","Ronnie Price",3000,"Mem@LAL 10:30PM ET",13.846
"PF","Ronny Turiaf",3000,"Mil@Min 08:00PM ET",2.125
"PF","Drew Gooden",3000,"Was@Cle 07:00PM ET",13.500
"SF","Tayshaun Prince",3000,"Mem@LAL 10:30PM ET",12.531
"SG","Rasual Butler",3000,"Was@Cle 07:00PM ET",11.906
"PG","Jannero Pargo",3000,"Por@Cha 07:00PM ET",6.313
"SF","Steve Novak",3000,"Uta@OKC 08:00PM ET",3.700
"PF","Shavlik Randolph",3000,"Den@Pho 09:00PM ET",2.969
"SG","Randy Foye",3000,"Den@Pho 09:00PM ET",14.659
"PG","Nate Robinson",3000,"Den@Pho 09:00PM ET",11.308
"PF","Reggie Evans",3000,"Sac@Hou 08:00PM ET",12.056
"SF","Francisco Garcia",3000,"Sac@Hou 08:00PM ET",7.031
"PG","Raymond Felton",3000,"NY@Dal 07:30PM ET",0
"C","Ryan Hollins",3000,"Sac@Hou 08:00PM ET",2.042
"C","Kendrick Perkins",3000,"Uta@OKC 08:00PM ET",14.033
"PG","Leandro Barbosa",3000,"GS@Orl 07:00PM ET",13.042
"SF","Cartier Martin",3000,"LAC@Det 07:30PM ET",0
"PF","Charlie Villanueva",3000,"NY@Dal 07:30PM ET",4.028
"PF","Anthony Tolliver",3000,"Den@Pho 09:00PM ET",7.173
"SF","Jared Dudley",3000,"Mil@Min 08:00PM ET",9.768
"PG","Shaun Livingston",3000,"GS@Orl 07:00PM ET",9.271
"PG","Sebastian Telfair",3000,"Uta@OKC 08:00PM ET",16.833
"SF","Dorell Wright",3000,"Por@Cha 07:00PM ET",5.964
"C","Greg Stiemsma",3000,"Tor@Atl 07:30PM ET",5.350
"PG","Jordan Farmar",3000,"LAC@Det 07:30PM ET",9.231
"C","Jason Smith",3000,"NY@Dal 07:30PM ET",12.017
"SG","Garrett Temple",3000,"Was@Cle 07:00PM ET",17.833
"PF","Glen Davis",3000,"LAC@Det 07:30PM ET",6.625
"PF","Joey Dorsey",3000,"Sac@Hou 08:00PM ET",4.111
"PF","Joel Anthony",3000,"LAC@Det 07:30PM ET",4.857
"PF","Jeff Ayres",3000,"Ind@SA 08:30PM ET",6.250
"SF","Chris Douglas-Roberts",3000,"LAC@Det 07:30PM ET",4.563
"PF","Tyler Hansbrough",3000,"Tor@Atl 07:30PM ET",9.818
"C","Aron Baynes",3000,"Ind@SA 08:30PM ET",14.250
"SF","Alonzo Gee",3000,"Den@Pho 09:00PM ET",8.361
"SG","Brandon Rush",3000,"GS@Orl 07:00PM ET",2.286
"C","Joel Freeland",3000,"Por@Cha 07:00PM ET",7.114
"PG","A.J. Price",3000,"Ind@SA 08:30PM ET",16.556
"C","Jerome Jordan",3000,"Bkn@Phi 07:00PM ET",7.075
"SG","Wayne Ellington",3000,"Mem@LAL 10:30PM ET",13.679
"SF","Chase Budinger",3000,"Mil@Min 08:00PM ET",7.400
"PG","Ish Smith",3000,"Uta@OKC 08:00PM ET",5.350
"SG","Landry Fields",3000,"Tor@Atl 07:30PM ET",2.800
"PF","Trevor Booker",3000,"Uta@OKC 08:00PM ET",15.733
"C","Ekpe Udoh",3000,"LAC@Det 07:30PM ET",0.700
"SF","Jeremy Evans",3000,"Uta@OKC 08:00PM ET",1.600
"SF","Justin Holiday",3000,"GS@Orl 07:00PM ET",1.750
"PG","Jerryd Bayless",3000,"Mil@Min 08:00PM ET",11.536
"PF","Mike Scott",3000,"Tor@Atl 07:30PM ET",12.525
"SF","James Johnson",3000,"Tor@Atl 07:30PM ET",18.114
"C","Kosta Koufos",3000,"Mem@LAL 10:30PM ET",11.538
"PF","Jon Leuer",3000,"Mem@LAL 10:30PM ET",10.904
"SF","Robbie Hummel",3000,"Mil@Min 08:00PM ET",7.222
"C","Cole Aldrich",3000,"NY@Dal 07:30PM ET",9.306
"PG","Nick Calathes",3000,"Mem@LAL 10:30PM ET",1.250
"SF","Austin Daye",3000,"Ind@SA 08:30PM ET",10.275
"C","DeJuan Blair",3000,"Was@Cle 07:00PM ET",2.083
"SG","Kent Bazemore",3000,"Tor@Atl 07:30PM ET",5.571
"PG","Patty Mills",3000,"Ind@SA 08:30PM ET",0
"C","Festus Ezeli",3000,"GS@Orl 07:00PM ET",8.773
"PG","Jorge Gutierrez",3000,"Bkn@Phi 07:00PM ET",1.500
"PF","Drew Gordon",3000,"Bkn@Phi 07:00PM ET",5.143
"SF","Al-Farouq Aminu",3000,"NY@Dal 07:30PM ET",14.083
"PF","Andrew Nicholson",3000,"GS@Orl 07:00PM ET",5.313
"SF","Jeffery Taylor",3000,"Por@Cha 07:00PM ET",0
"SF","Paul George",3000,"Ind@SA 08:30PM ET",0
"PF","Quincy Acy",3000,"NY@Dal 07:30PM ET",14.792
"SG","Toure' Murry",3000,"Uta@OKC 08:00PM ET",0
"PG","Shelvin Mack",3000,"Tor@Atl 07:30PM ET",9.150
"SG","Luigi Datome",3000,"LAC@Det 07:30PM ET",0
"C","Kyle O'Quinn",3000,"GS@Orl 07:00PM ET",21.500
"SG","Glen Rice Jr.",3000,"Was@Cle 07:00PM ET",3.700
"PF","Travis Wear",3000,"NY@Dal 07:30PM ET",6.313
"SG","Victor Claver",3000,"Por@Cha 07:00PM ET",0
"SF","Omri Casspi",3000,"Sac@Hou 08:00PM ET",13.865
"PF","Jonas Jerebko",3000,"LAC@Det 07:30PM ET",12.023
"SG","Ian Clark",3000,"Uta@OKC 08:00PM ET",5.042
"C","Shayne Whittington",3000,"Ind@SA 08:30PM ET",11.667
"PF","Brandon Davies",3000,"Bkn@Phi 07:00PM ET",16.036
"SG","C.J. Wilcox",3000,"LAC@Det 07:30PM ET",0
"SG","John Jenkins",3000,"Tor@Atl 07:30PM ET",15.250
"PF","Ryan Kelly",3000,"Mem@LAL 10:30PM ET",7.083
"PG","Erick Green",3000,"Den@Pho 09:00PM ET",8.750
"PF","Cory Jefferson",3000,"Bkn@Phi 07:00PM ET",3.050
"PF","Thomas Robinson",3000,"Por@Cha 07:00PM ET",6.594
"SG","Xavier Henry",3000,"Mem@LAL 10:30PM ET",3.778
"PG","Jared Cunningham",3000,"LAC@Det 07:30PM ET",1.844
"PG","Troy Daniels",3000,"Sac@Hou 08:00PM ET",3.750
"C","Greg Smith",3000,"NY@Dal 07:30PM ET",3.625
"C","Mike Muscala",3000,"Tor@Atl 07:30PM ET",11.500
"PG","C.J. McCollum",3000,"Por@Cha 07:00PM ET",9.227
"PG","Will Cherry",3000,"Was@Cle 07:00PM ET",6.042
"PG","Nate Wolters",3000,"Mil@Min 08:00PM ET",7.600
"PF","Robert Covington",3000,"Bkn@Phi 07:00PM ET",11.200
"PG","Matthew Dellavedova",3000,"Was@Cle 07:00PM ET",8.417
"SG","Joe Harris",3000,"Was@Cle 07:00PM ET",6.114
"C","Meyers Leonard",3000,"Por@Cha 07:00PM ET",8.625
"PF","Kevin Seraphin",3000,"Was@Cle 07:00PM ET",11.864
"C","Alex Kirk",3000,"Was@Cle 07:00PM ET",1.750
"SG","Will Barton",3000,"Por@Cha 07:00PM ET",5.750
"PG","Jordan Clarkson",3000,"Mem@LAL 10:30PM ET",9.150
"PG","Kendall Marshall",3000,"Mil@Min 08:00PM ET",6.800
"SF","Reggie Bullock",3000,"LAC@Det 07:30PM ET",5.375
"PF","Jae Crowder",3000,"NY@Dal 07:30PM ET",6.596
"PG","Cory Joseph",3000,"Ind@SA 08:30PM ET",15.104
"SG","Markel Brown",3000,"Bkn@Phi 07:00PM ET",3.500
"PF","Eric Moreland",3000,"Sac@Hou 08:00PM ET",0
"SG","Roy Devyn Marble",3000,"GS@Orl 07:00PM ET",1.313
"PF","Adreian Payne",3000,"Tor@Atl 07:30PM ET",0
"SG","Zoran Dragic",3000,"Den@Pho 09:00PM ET",0.000
"C","Bismack Biyombo",3000,"Por@Cha 07:00PM ET",14.063
"PG","Spencer Dinwiddie",3000,"LAC@Det 07:30PM ET",2.875
"SG","Nick Johnson",3000,"Sac@Hou 08:00PM ET",1.083
"PF","Johnny O'Bryant",3000,"Mil@Min 08:00PM ET",0
"SF","Rodney Hood",3000,"Uta@OKC 08:00PM ET",11.583
"SF","Tony Mitchell",3000,"LAC@Det 07:30PM ET",0
"C","Dewayne Dedmon",3000,"GS@Orl 07:00PM ET",8.455
"SG","P.J. Hairston",3000,"Por@Cha 07:00PM ET",9.719
"PF","Jakarr Sampson",3000,"Bkn@Phi 07:00PM ET",6.472
"PF","Jarnell Stokes",3000,"Mem@LAL 10:30PM ET",4.438
"C","Lucas Nogueira",3000,"Tor@Atl 07:30PM ET",9.250
"C","Ognjen Kuzmic",3000,"GS@Orl 07:00PM ET",2.100
"SF","T.J. Warren",3000,"Den@Pho 09:00PM ET",4.350
"SG","Sergey Karasev",3000,"Bkn@Phi 07:00PM ET",2.500
"PF","Grant Jerrett",3000,"Uta@OKC 08:00PM ET",0
"SG","Jordan Adams",3000,"Mem@LAL 10:30PM ET",6.188
"SF","Kyle Anderson",3000,"Ind@SA 08:30PM ET",6.750
"SF","Glenn Robinson III",3000,"Mil@Min 08:00PM ET",2.250
"PF","Mitch McGary",3000,"Uta@OKC 08:00PM ET",0
"SF","Jerami Grant",3000,"Bkn@Phi 07:00PM ET",0
"SG","Archie Goodwin",3000,"Den@Pho 09:00PM ET",4.536
"SF","Cleanthony Early",3000,"NY@Dal 07:30PM ET",5.536
"SG","Gary Harris",3000,"Den@Pho 09:00PM ET",14.625
"SG","Ricky Ledo",3000,"NY@Dal 07:30PM ET",0
"C","Pero Antic",3000,"Tor@Atl 07:30PM ET",11.025
"PF","Aaron Gordon",3000,"GS@Orl 07:00PM ET",11.841
"PG","Tyler Ennis",3000,"Den@Pho 09:00PM ET",3.875
"PF","Noah Vonleh",3000,"Por@Cha 07:00PM ET",5.500
"PF","Julius Randle",3000,"Mem@LAL 10:30PM ET",1.500
"C","Joel Embiid",3000,"Bkn@Phi 07:00PM ET",0
"C","Jusuf Nurkic",3000,"Den@Pho 09:00PM ET",10.156
"SF","Bruno Caboclo",3000,"Tor@Atl 07:30PM ET",11.750
"PF","Clint Capela",3000,"Sac@Hou 08:00PM ET",4.750
"SF","Damien Inglis",3000,"Mil@Min 08:00PM ET",0
"PF","Damjan Rudez",3000,"Ind@SA 08:30PM ET",7.750
