"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"C","Lavoy Allen",3500,"Ind@Pho 09:00PM ET",21.632
"C","Elton Brand",3400,"Bos@Atl 07:30PM ET",14.333
"C","Robert Sacre",3400,"LAL@Det 07:30PM ET",9.484
"PG","Shelvin Mack",3400,"Bos@Atl 07:30PM ET",10.839
"PF","Mike Scott",3300,"Bos@Atl 07:30PM ET",13.018
"C","Kyle O'Quinn",3300,"Orl@GS 10:30PM ET",17.938
"PF","Thomas Robinson",3300,"Por@Den 09:00PM ET",6.594
"SG","Allen Crabbe",3300,"Por@Den 09:00PM ET",8.750
"PG","C.J. Watson",3200,"Ind@Pho 09:00PM ET",18.125
"SF","Jared Dudley",3200,"Mil@Cle 07:00PM ET",11.000
"PG","Dennis Schroder",3200,"Bos@Atl 07:30PM ET",15.768
"SG","Eric Gordon",3100,"OKC@NO 08:00PM ET",18.125
"PG","Steve Nash",3000,"LAL@Det 07:30PM ET",0
"C","Nazr Mohammed",3000,"Dal@Chi 08:00PM ET",7.125
"SF","Mike Miller",3000,"Mil@Cle 07:00PM ET",3.795
"SF","Richard Jefferson",3000,"Dal@Chi 08:00PM ET",8.125
"C","Brendan Haywood",3000,"Mil@Cle 07:00PM ET",4.438
"SF","Gerald Wallace",3000,"Bos@Atl 07:30PM ET",2.700
"C","Nick Collison",3000,"OKC@NO 08:00PM ET",13.044
"SG","James Jones",3000,"Mil@Cle 07:00PM ET",4.083
"SG","Willie Green",3000,"Orl@GS 10:30PM ET",7.367
"PG","Luke Ridnour",3000,"Orl@GS 10:30PM ET",11.550
"PF","Chuck Hayes",3000,"Tor@Sac 10:00PM ET",6.614
"SG","Ben Gordon",3000,"Orl@GS 10:30PM ET",10.453
"PF","Louis Amundson",3000,"Mil@Cle 07:00PM ET",5.042
"SG","Alan Anderson",3000,"Bkn@NY 07:30PM ET",9.633
"PG","Ronnie Price",3000,"LAL@Det 07:30PM ET",14.078
"SF","Caron Butler",3000,"LAL@Det 07:30PM ET",13.618
"SF","John Salmons",3000,"OKC@NO 08:00PM ET",5.583
"PF","Shavlik Randolph",3000,"Ind@Pho 09:00PM ET",3.611
"SG","Randy Foye",3000,"Por@Den 09:00PM ET",14.659
"PG","Nate Robinson",3000,"Por@Den 09:00PM ET",11.391
"C","Ryan Hollins",3000,"Tor@Sac 10:00PM ET",4.813
"C","Kendrick Perkins",3000,"OKC@NO 08:00PM ET",14.221
"C","Zaza Pachulia",3000,"Mil@Cle 07:00PM ET",16.850
"SF","Cartier Martin",3000,"LAL@Det 07:30PM ET",1.833
"PF","Charlie Villanueva",3000,"Dal@Chi 08:00PM ET",5.100
"PF","Anthony Tolliver",3000,"Ind@Pho 09:00PM ET",6.672
"SF","Dorell Wright",3000,"Por@Den 09:00PM ET",5.964
"C","Greg Stiemsma",3000,"Tor@Sac 10:00PM ET",5.350
"C","Jason Smith",3000,"Bkn@NY 07:30PM ET",11.042
"PF","Joel Anthony",3000,"LAL@Det 07:30PM ET",4.406
"PG","Ramon Sessions",3000,"Tor@Sac 10:00PM ET",10.734
"PF","Tyler Hansbrough",3000,"Tor@Sac 10:00PM ET",9.667
"SF","Alonzo Gee",3000,"Por@Den 09:00PM ET",9.771
"SG","Brandon Rush",3000,"Orl@GS 10:30PM ET",3.625
"C","Joel Freeland",3000,"Por@Den 09:00PM ET",7.393
"PG","A.J. Price",3000,"Mil@Cle 07:00PM ET",17.350
"C","Jerome Jordan",3000,"Bkn@NY 07:30PM ET",7.083
"SG","Wayne Ellington",3000,"LAL@Det 07:30PM ET",12.675
"PG","Ish Smith",3000,"OKC@NO 08:00PM ET",4.179
"PF","Lance Thomas",3000,"OKC@NO 08:00PM ET",13.985
"SG","Landry Fields",3000,"Tor@Sac 10:00PM ET",2.333
"PF","Darrell Arthur",3000,"Por@Den 09:00PM ET",15.300
"SF","Justin Holiday",3000,"Orl@GS 10:30PM ET",1.929
"PG","Jerryd Bayless",3000,"Mil@Cle 07:00PM ET",11.861
"PG","E'Twaun Moore",3000,"Dal@Chi 08:00PM ET",2.813
"C","Cole Aldrich",3000,"Bkn@NY 07:30PM ET",8.727
"SG","Marcus Thornton",3000,"Bos@Atl 07:30PM ET",11.673
"PG","Jimmer Fredette",3000,"OKC@NO 08:00PM ET",5.000
"SG","Kent Bazemore",3000,"Bos@Atl 07:30PM ET",7.325
"C","Festus Ezeli",3000,"Orl@GS 10:30PM ET",8.042
"PF","Alexis Ajinca",3000,"OKC@NO 08:00PM ET",9.273
"C","Jeff Withey",3000,"OKC@NO 08:00PM ET",7.875
"PG","Jorge Gutierrez",3000,"Bkn@NY 07:30PM ET",2.250
"SF","Luke Babbitt",3000,"OKC@NO 08:00PM ET",6.023
"PF","Andrew Nicholson",3000,"Orl@GS 10:30PM ET",4.722
"SF","Paul George",3000,"Ind@Pho 09:00PM ET",0
"PF","Quincy Acy",3000,"Bkn@NY 07:30PM ET",14.250
"SG","Luigi Datome",3000,"LAL@Det 07:30PM ET",0
"PF","John Henson",3000,"Mil@Cle 07:00PM ET",10.607
"PF","Travis Wear",3000,"Bkn@NY 07:30PM ET",5.917
"SG","Victor Claver",3000,"Por@Den 09:00PM ET",0
"PF","Jonas Jerebko",3000,"LAL@Det 07:30PM ET",10.517
"C","Shayne Whittington",3000,"Ind@Pho 09:00PM ET",8.650
"SG","John Jenkins",3000,"Bos@Atl 07:30PM ET",15.250
"PF","Ryan Kelly",3000,"LAL@Det 07:30PM ET",7.083
"PG","Erick Green",3000,"Por@Den 09:00PM ET",6.875
"PF","Cory Jefferson",3000,"Bkn@NY 07:30PM ET",3.208
"SG","Xavier Henry",3000,"LAL@Det 07:30PM ET",3.778
"C","Greg Smith",3000,"Dal@Chi 08:00PM ET",3.625
"C","Mike Muscala",3000,"Bos@Atl 07:30PM ET",11.000
"PG","C.J. McCollum",3000,"Por@Den 09:00PM ET",9.227
"PG","Will Cherry",3000,"Mil@Cle 07:00PM ET",5.781
"PG","Nate Wolters",3000,"Mil@Cle 07:00PM ET",7.600
"PG","Matthew Dellavedova",3000,"Mil@Cle 07:00PM ET",8.417
"SG","Joe Harris",3000,"Mil@Cle 07:00PM ET",6.308
"C","Meyers Leonard",3000,"Por@Den 09:00PM ET",8.625
"SG","Tony Snell",3000,"Dal@Chi 08:00PM ET",5.179
"PF","Cameron Bairstow",3000,"Dal@Chi 08:00PM ET",2.188
"C","Alex Kirk",3000,"Mil@Cle 07:00PM ET",1.833
"SF","Perry Jones",3000,"OKC@NO 08:00PM ET",22.350
"SG","Will Barton",3000,"Por@Den 09:00PM ET",5.771
"PG","Jordan Clarkson",3000,"LAL@Det 07:30PM ET",9.150
"PG","Phil Pressey",3000,"Bos@Atl 07:30PM ET",8.333
"PF","Dwight Powell",3000,"Bos@Atl 07:30PM ET",3.417
"PG","Kendall Marshall",3000,"Mil@Cle 07:00PM ET",8.469
"PF","Jae Crowder",3000,"Dal@Chi 08:00PM ET",6.547
"PG","Pablo Prigioni",3000,"Bkn@NY 07:30PM ET",13.188
"PG","Russ Smith",3000,"OKC@NO 08:00PM ET",-0.250
"SG","Markel Brown",3000,"Bkn@NY 07:30PM ET",3.500
"PF","Eric Moreland",3000,"Tor@Sac 10:00PM ET",0.625
"SG","Roy Devyn Marble",3000,"Orl@GS 10:30PM ET",1.313
"PF","Adreian Payne",3000,"Bos@Atl 07:30PM ET",0
"SF","Doug McDermott",3000,"Dal@Chi 08:00PM ET",5.706
"SG","Zoran Dragic",3000,"Ind@Pho 09:00PM ET",0.000
"PG","Ray McCallum",3000,"Tor@Sac 10:00PM ET",4.864
"PG","Spencer Dinwiddie",3000,"LAL@Det 07:30PM ET",8.800
"PF","Johnny O'Bryant",3000,"Mil@Cle 07:00PM ET",0
"SF","Tony Mitchell",3000,"LAL@Det 07:30PM ET",0
"C","Dewayne Dedmon",3000,"Orl@GS 10:30PM ET",8.455
"SF","Maurice Harkless",3000,"Orl@GS 10:30PM ET",10.438
"C","Alex Len",3000,"Ind@Pho 09:00PM ET",14.833
"PG","Shane Larkin",3000,"Bkn@NY 07:30PM ET",13.912
"C","Lucas Nogueira",3000,"Tor@Sac 10:00PM ET",9.250
"C","Ognjen Kuzmic",3000,"Orl@GS 10:30PM ET",2.083
"SF","T.J. Warren",3000,"Ind@Pho 09:00PM ET",6.125
"SG","Sergey Karasev",3000,"Bkn@NY 07:30PM ET",2.083
"PF","Grant Jerrett",3000,"OKC@NO 08:00PM ET",5.750
"PF","Mitch McGary",3000,"OKC@NO 08:00PM ET",0
"SG","Nik Stauskas",3000,"Tor@Sac 10:00PM ET",6.162
"SG","Archie Goodwin",3000,"Ind@Pho 09:00PM ET",5.306
"SF","Cleanthony Early",3000,"Bkn@NY 07:30PM ET",5.536
"SG","Gary Harris",3000,"Por@Den 09:00PM ET",12.438
"SG","Ricky Ledo",3000,"Dal@Chi 08:00PM ET",0
"C","Vitor Faverani",3000,"Bos@Atl 07:30PM ET",0
"C","Pero Antic",3000,"Bos@Atl 07:30PM ET",10.692
"PG","Tyler Ennis",3000,"Ind@Pho 09:00PM ET",7.083
"SG","James Young",3000,"Bos@Atl 07:30PM ET",4.375
"C","Jusuf Nurkic",3000,"Por@Den 09:00PM ET",9.722
"SF","Bruno Caboclo",3000,"Tor@Sac 10:00PM ET",11.750
"SF","Damien Inglis",3000,"Mil@Cle 07:00PM ET",0
"PF","Damjan Rudez",3000,"Ind@Pho 09:00PM ET",7.688
