PG,Brandon Jennings,27.1,18,POR@DET,"$6,500"
C,Jordan Hill,28.1,21,SAC@LAL,"$6,500"
SF,Chandler Parsons,26.3,22,DAL@MEM,"$6,500"
PG,Tony Parker,25.5,18,SA@UTA,"$6,300"
PF,Amar'e Stoudemire,24.7,21,NY@NO,"$6,300"
PG,Mario Chalmers,25.4,20,MIA@PHO,"$6,100"
SF,Perry Jones III,17.3,6,MIL@OKC,"$6,100"
PF,Carlos Boozer,22.4,20,SAC@LAL,"$6,100"
SG,Wesley Matthews,25.5,20,POR@DET,"$6,100"
PG,Trey Burke,23.8,20,SA@UTA,"$6,000"
C,Jonas Valanciunas,23.8,19,TOR@CLE,"$5,900"
SF,Luol Deng,23.1,18,MIA@PHO,"$5,900"
SG,Alec Burks,22.8,18,SA@UTA,"$5,900"
SF,Jabari Parker,23.4,22,MIL@OKC,"$5,700"
C,Enes Kanter,22.3,20,SA@UTA,"$5,700"
PF,Ryan Anderson,23.8,19,NY@NO,"$5,700"
PG,Isaiah Thomas,24.3,15,MIA@PHO,"$5,700"
SG,Giannis Antetokounmpo,22.9,22,MIL@OKC,"$5,700"
PG,Jose Calderon,18.1,9,NY@NO,"$5,500"
C,Robin Lopez,23.2,20,POR@DET,"$5,500"
SF,Jeremy Lamb,21.5,15,MIL@OKC,"$5,400"
SG,Danny Green,23.2,20,SA@UTA,"$5,400"
C,Larry Sanders,20,21,MIL@OKC,"$5,400"
SG,Jodie MeeksO,23,77,POR@DET,"$5,300"
C,Omer Asik,23.5,15,NY@NO,"$5,300"
PG,Jeremy Lin,22.1,21,SAC@LAL,"$5,200"
SG,O.J. Mayo,18.9,22,MIL@OKC,"$5,100"
SG,Iman Shumpert,19.9,21,NY@NO,"$5,100"
PF,Andrea BargnaniO,23,42,NY@NO,"$5,100"
SG,Manu Ginobili,21.8,18,SA@UTA,"$5,100"
SG,Nick Young,19.6,11,SAC@LAL,"$5,100"
PF,Jason Thompson,15.2,20,SAC@LAL,"$5,000"
C,Anderson Varejao,22.1,17,TOR@CLE,"$5,000"
SF,Gerald Green,20.2,21,MIA@PHO,"$5,000"
SG,Kentavious Caldwell-Pope,19.3,21,POR@DET,"$4,900"
SG,Louis Williams,18.7,20,TOR@CLE,"$4,900"
SG,Courtney Lee,20.6,17,DAL@MEM,"$4,900"
PF,Amir Johnson,21.7,17,TOR@CLE,"$4,800"
SF,Terrence Ross,17.6,20,TOR@CLE,"$4,800"
PG,Greivis Vasquez,17.5,20,TOR@CLE,"$4,800"
PG,Cory Joseph,16.2,18,SA@UTA,"$4,700"
C,Tiago Splitter,13.8,1,SA@UTA,"$4,700"
SG,Eric Gordon,16.7,12,NY@NO,"$4,700"
SF,P.J. Tucker,18.9,17,MIA@PHO,"$4,700"
PF,Boris Diaw,19.8,20,SA@UTA,"$4,700"
C,Brandan Wright,19.1,22,DAL@MEM,"$4,700"
PG,Raymond Felton,23,65,DAL@MEM,"$4,700"
PF,Ed Davis,19.6,21,SAC@LAL,"$4,600"
C,Chris Kaman,20.4,20,POR@DET,"$4,600"
PF,Reggie Evans,14,13,SAC@LAL,"$4,600"
PF,Tristan Thompson,19.4,18,TOR@CLE,"$4,600"
PG,Patrick Mills,16.6,81,SA@UTA,"$4,600"
PF,Ersan Ilyasova,17,19,MIL@OKC,"$4,400"
PF,Patrick Patterson,18.1,20,TOR@CLE,"$4,400"
SG,Ben McLemore,16.9,20,SAC@LAL,"$4,400"
PG,Jameer Nelson,16.9,19,DAL@MEM,"$4,400"
SF,Wesley Johnson,17,21,SAC@LAL,"$4,400"
SG,Andre Roberson,14.6,12,MIL@OKC,"$4,300"
C,Zaza Pachulia,16.5,19,MIL@OKC,"$4,300"
SG,Anthony Morrow,17.3,13,MIL@OKC,"$4,300"
PG,Devin Harris,18.8,20,DAL@MEM,"$4,300"
SG,J.R. Smith,17.4,20,NY@NO,"$4,300"
SG,Tony Allen,19,18,DAL@MEM,"$4,300"
PG,Ronnie Price,13.4,20,SAC@LAL,"$4,200"
PF,Jon Leuer,12.6,18,DAL@MEM,"$4,200"
PF,Marcus Morris,16.8,21,MIA@PHO,"$4,200"
SG,Marco Belinelli,12.3,12,SA@UTA,"$4,200"
SF,Khris Middleton,17,19,MIL@OKC,"$4,200"
PG,Ramon Sessions,11.4,19,SAC@LAL,"$4,200"
PF,Dante Cunningham,9.2,3,NY@NO,"$4,100"
SF,Omri Casspi,14.1,20,SAC@LAL,"$4,100"
PF,Josh McRoberts,9.7,16,MIA@PHO,"$4,100"
SF,Kyle Singler,12.9,21,POR@DET,"$4,100"
C,Miles Plumlee,15.7,21,MIA@PHO,"$4,000"
SF,James Johnson,17.2,17,TOR@CLE,"$4,000"
SG,Dion Waiters,13.9,17,TOR@CLE,"$3,900"
SF,Shawn Marion,14.6,18,TOR@CLE,"$3,900"
C,Aron Baynes,14.2,20,SA@UTA,"$3,900"
PG,Jose Juan Barea,17.1,21,DAL@MEM,"$3,900"
PG,Sebastian Telfair,15,16,MIL@OKC,"$3,900"
C,Steven Adams,18.2,20,MIL@OKC,"$3,900"
SG,Tim Hardaway Jr.,11.9,22,NY@NO,"$3,800"
SF,Shawne Williams,17.2,20,MIA@PHO,"$3,800"
PG,Norris Cole,15.3,16,MIA@PHO,"$3,800"
PF,Trevor Booker,14.8,20,SA@UTA,"$3,800"
PG,D.J. Augustin,15.7,21,POR@DET,"$3,800"
C,Kosta Koufos,11.1,19,DAL@MEM,"$3,800"
PG,Steve Blake,14.2,20,POR@DET,"$3,800"
SF,Quincy Acy,13.4,19,NY@NO,"$3,700"
C,Samuel Dalembert,14.8,22,NY@NO,"$3,700"
C,Rudy Gobert,14.8,20,SA@UTA,"$3,700"
C,Meyers Leonard,8.1,6,POR@DET,"$3,600"
C,Alex Len,13.7,21,MIA@PHO,"$3,600"
SF,Jae Crowder,6.2,20,DAL@MEM,"$3,600"
SF,Dorell Wright,5.3,8,POR@DET,"$3,600"
SF,Lance Thomas,12.1,19,MIL@OKC,"$3,600"
SF,Al-Farouq Aminu,13.3,22,DAL@MEM,"$3,600"
C,Kendrick Perkins,13.3,20,MIL@OKC,"$3,600"
PF,Derrick Williams,7.6,15,SAC@LAL,"$3,600"
PF,Jarnell Stokes,4.6,8,DAL@MEM,"$3,500"
PF,Travis Wear,5.1,17,NY@NO,"$3,500"
PF,Greg Smith,3.1,12,DAL@MEM,"$3,500"
PG,Kendall Marshall,9,11,MIL@OKC,"$3,500"
SF,Rodney Hood,10.9,10,SA@UTA,"$3,500"
PF,John Henson,10.2,14,MIL@OKC,"$3,500"
PF,Eric Moreland,0.6,2,SAC@LAL,"$3,500"
PG,Kalin Lucas,2,1,DAL@MEM,"$3,500"
SG,Joe Harris,4.8,16,TOR@CLE,"$3,500"
SF,T.J. Warren,5.6,8,MIA@PHO,"$3,500"
SF,Cleanthony Early,5.1,7,NY@NO,"$3,500"
SG,Ricky Ledo,2.2,11,DAL@MEM,"$3,500"
C,Lucas Nogueira,8,1,TOR@CLE,"$3,500"
PG,Archie Goodwin,5.4,9,MIA@PHO,"$3,500"
SG,Nik Stauskas,5.3,20,SAC@LAL,"$3,500"
SF,Kyle Anderson,6.3,10,SA@UTA,"$3,500"
PF,Mitch McGary,0,0,MIL@OKC,"$3,500"
PG,Gal Mekel,7.5,2,NY@NO,"$3,500"
SF,Luigi Datome,10.7,1,POR@DET,"$3,500"
SF,Damien Inglis,0,0,MIL@OKC,"$3,500"
SF,Joe Ingles,8.3,20,SA@UTA,"$3,500"
SG,Zoran Dragic,0,1,MIA@PHO,"$3,500"
SF,Bruno Caboclo,10.2,1,TOR@CLE,"$3,500"
PG,Dante Exum,9.7,20,SA@UTA,"$3,500"
PG,Nick Calathes,4.5,4,DAL@MEM,"$3,500"
PG,Tyler Ennis,4.4,4,MIA@PHO,"$3,500"
SG,Jordan Adams,5.8,4,DAL@MEM,"$3,500"
PF,Grant Jerrett,4.7,1,MIL@OKC,"$3,500"
SG,C.J. McCollum,8.3,11,POR@DET,"$3,500"
PG,Will Cherry,5.4,8,TOR@CLE,"$3,500"
C,Alex Kirk,1.8,3,TOR@CLE,"$3,500"
C,Robert Sacre,9.3,20,SAC@LAL,"$3,500"
PG,Ray McCallum,4.2,12,SAC@LAL,"$3,500"
SF,James Ennis,8.7,20,MIA@PHO,"$3,500"
SG,Ian Clark,3.6,8,SA@UTA,"$3,500"
PF,Tony Mitchell,3.3,21,POR@DET,"$3,500"
PG,Matthew Dellavedova,8,3,TOR@CLE,"$3,500"
SF,Victor Claver,5.4,21,POR@DET,"$3,500"
C,Joel Freeland,7.4,17,POR@DET,"$3,500"
PG,Pablo Prigioni,11.8,20,NY@NO,"$3,500"
PG,Shane Larkin,12.5,20,NY@NO,"$3,500"
PG,Toure' Murry,5.3,51,SA@UTA,"$3,500"
PG,Nate Wolters,5.8,7,MIL@OKC,"$3,500"
SG,Jordan Clarkson,7.7,12,SAC@LAL,"$3,500"
SG,Will Barton,5.3,12,POR@DET,"$3,500"
SF,Jordan Hamilton,13.3,60,SA@UTA,"$3,500"
SF,Cartier Martin,4.3,7,POR@DET,"$3,500"
SF,Steve Novak,3.2,12,SA@UTA,"$3,500"
PF,Shavlik Randolph,3.5,10,MIA@PHO,"$3,500"
PG,Jerryd Bayless,11.3,22,MIL@OKC,"$3,500"
C,Ryan Hollins,5,12,SAC@LAL,"$3,500"
C,Alexis Ajinca,8.7,14,NY@NO,"$3,500"
PF,Anthony Tolliver,6,19,MIA@PHO,"$3,500"
PF,Jeff Ayres,5.6,14,SA@UTA,"$3,500"
C,Greg Stiemsma,4.1,6,TOR@CLE,"$3,500"
SG,Xavier Henry,3.6,9,SAC@LAL,"$3,500"
PF,Jonas Jerebko,9.6,19,POR@DET,"$3,500"
PF,Udonis Haslem,9.6,12,MIA@PHO,"$3,500"
SG,Wayne Ellington,12.2,14,SAC@LAL,"$3,500"
SF,James Jones,4.8,4,TOR@CLE,"$3,500"
C,Joel Anthony,3.7,9,POR@DET,"$3,500"
SF,Richard Jefferson,8,18,DAL@MEM,"$3,500"
C,Matt Bonner,12.1,14,SA@UTA,"$3,500"
SF,Jared Dudley,10.5,22,MIL@OKC,"$3,500"
PG,Beno Udrih,13.2,19,DAL@MEM,"$3,500"
PF,Louis Amundson,4.7,6,TOR@CLE,"$3,500"
PF,Jason Smith,9.9,22,NY@NO,"$3,500"
SF,Vince Carter,9.9,18,DAL@MEM,"$3,500"
PF,Nick Collison,11.6,20,MIL@OKC,"$3,500"
PG,A.J. Price,14.6,11,TOR@CLE,"$3,500"
C,Brendan Haywood,4.3,4,TOR@CLE,"$3,500"
SF,Caron Butler,11.8,21,POR@DET,"$3,500"
SF,Mike Miller,4.4,13,TOR@CLE,"$3,500"
SF,Luke Babbitt,7.1,15,NY@NO,"$3,500"
C,Cole Aldrich,8.3,13,NY@NO,"$3,500"
SG,Andre Dawkins,1.1,3,MIA@PHO,"$3,500"
PF,Ryan Kelly,6.8,3,SAC@LAL,"$3,500"
PG,Shabazz Napier,12.8,20,MIA@PHO,"$3,500"
SF,John Salmons,6.7,12,NY@NO,"$3,500"
SG,Allen Crabbe,8.3,15,POR@DET,"$3,500"
SG,Spencer Dinwiddie,8.2,5,POR@DET,"$3,500"
SG,Austin Rivers,12.8,19,NY@NO,"$3,500"
C,Patric Young,0,0,NY@NO,"$3,500"
PG,Russ Smith,-0.9,3,NY@NO,"$3,500"
C,Justin Hamilton,6.1,10,MIA@PHO,"$3,500"
SG,Darius Miller,1.4,5,NY@NO,"$3,500"
C,Jeff Withey,6,11,NY@NO,"$3,500"
PF,Thomas Robinson,6.1,8,POR@DET,"$3,500"
C,Chris Andersen,7.7,9,MIA@PHO,"$3,500"
SF,Tayshaun Prince,12.9,11,DAL@MEM,"$3,500"
SG,Danny Granger,5.5,4,MIA@PHO,"$3,500"
SF,Landry Fields,2,6,TOR@CLE,"$3,500"
C,Hassan Whiteside,0.6,2,MIA@PHO,"$3,500"
PF,Tyler Hansbrough,8,15,TOR@CLE,"$3,500"
SF,Quincy Pondexter,8.6,18,DAL@MEM,"$3,500"
SF,Jeremy Evans,1.6,5,SA@UTA,"$3,500"
PG,Ishmael Smith,3.1,9,MIL@OKC,"$3,500"
PF,Charlie Villanueva,3.9,12,DAL@MEM,"$3,500"
SF,Austin Daye,8.1,13,SA@UTA,"$3,500"
PG,Jimmer Fredette,3.7,12,NY@NO,"$3,500"
PF,Carl Landry,14.1,20,SAC@LAL,"$3,500"
C,Chuck Hayes,6.3,12,TOR@CLE,"$3,500"
C,Johnny O'Bryant,0,0,MIL@OKC,"$3,500"
