"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF","Terrence Jones",6300,"Pho@Hou 08:00PM ET",31.250
"PG","Derrick Rose",6100,"GS@Chi 08:00PM ET",28.364
"PG","Mo Williams",6000,"Min@SA 08:30PM ET",24.938
"SF","Draymond Green",5900,"GS@Chi 08:00PM ET",30.125
"PF","Ryan Anderson",5800,"NO@LAC 10:30PM ET",25.794
"PG","Tony Wroten",5800,"Phi@Det 07:30PM ET",34.600
"SG","Jason Terry",5700,"Pho@Hou 08:00PM ET",17.013
"SF","Corey Brewer",5700,"Min@SA 08:30PM ET",22.875
"SF","K.J. McDaniels",5700,"Phi@Det 07:30PM ET",21.289
"PG","Isaiah Thomas",5600,"Pho@Hou 08:00PM ET",26.167
"PF","Nerlens Noel",5600,"Phi@Det 07:30PM ET",23.594
"SG","Danny Green",5500,"Min@SA 08:30PM ET",25.026
"PF","Taj Gibson",5500,"GS@Chi 08:00PM ET",25.458
"SG","Jamal Crawford",5400,"NO@LAC 10:30PM ET",26.559
"SG","Kevin Martin",5300,"Min@SA 08:30PM ET",29.694
"C","Henry Sims",5300,"Phi@Det 07:30PM ET",20.316
"SF","Harrison Barnes",5300,"GS@Chi 08:00PM ET",23.653
"PF","Nikola Mirotic",5300,"GS@Chi 08:00PM ET",18.132
"SG","Manu Ginobili",5200,"Min@SA 08:30PM ET",23.486
"PF","Channing Frye",5200,"Orl@Sac 10:00PM ET",20.190
"SG","Eric Gordon",5200,"NO@LAC 10:30PM ET",18.125
"SF","Donatas Motiejunas",5200,"Pho@Hou 08:00PM ET",19.908
"SF","Andrew Wiggins",5200,"Min@SA 08:30PM ET",20.458
"PG","Patrick Beverley",5100,"Pho@Hou 08:00PM ET",24.643
"C","Tiago Splitter",5100,"Min@SA 08:30PM ET",14.500
"SG","Ben McLemore",5100,"Orl@Sac 10:00PM ET",19.237
"SG","Evan Fournier",5100,"Orl@Sac 10:00PM ET",22.464
"PF","Boris Diaw",4900,"Min@SA 08:30PM ET",20.842
"SG","Gerald Green",4900,"Pho@Hou 08:00PM ET",21.663
"PF","Marreese Speights",4900,"GS@Chi 08:00PM ET",21.176
"C","Nikola Pekovic",4900,"Min@SA 08:30PM ET",24.806
"SG","Kentavious Caldwell-Pope",4900,"Phi@Det 07:30PM ET",20.553
"PG","Zach LaVine",4600,"Min@SA 08:30PM ET",14.917
"SF","Andre Iguodala",4500,"GS@Chi 08:00PM ET",16.403
"PF","Reggie Evans",4500,"Orl@Sac 10:00PM ET",15.500
"SF","P.J. Tucker",4500,"Pho@Hou 08:00PM ET",19.984
"PG","Isaiah Canaan",4500,"Pho@Hou 08:00PM ET",16.750
"PG","Elfrid Payton",4500,"Orl@Sac 10:00PM ET",20.205
"C","Omer Asik",4400,"NO@LAC 10:30PM ET",25.115
"C","Miles Plumlee",4400,"Pho@Hou 08:00PM ET",16.850
"SF","Mike Dunleavy",4300,"GS@Chi 08:00PM ET",20.539
"C","Spencer Hawes",4300,"NO@LAC 10:30PM ET",17.028
"PF","Marcus Morris",4300,"Pho@Hou 08:00PM ET",17.888
"SF","Omri Casspi",4300,"Orl@Sac 10:00PM ET",15.158
"SF","Kostas Papanikolaou",4300,"Pho@Hou 08:00PM ET",18.908
"SG","J.J. Redick",4200,"NO@LAC 10:30PM ET",18.903
"PF","Jason Thompson",4200,"Orl@Sac 10:00PM ET",15.053
"PF","Aaron Gordon",4200,"Orl@Sac 10:00PM ET",11.841
"SF","Matt Barnes",4100,"NO@LAC 10:30PM ET",15.031
"SG","Marco Belinelli",4100,"Min@SA 08:30PM ET",11.500
"PF","Tarik Black",4100,"Pho@Hou 08:00PM ET",12.397
"PG","D.J. Augustin",4000,"Phi@Det 07:30PM ET",17.408
"SF","Shabazz Muhammad",4000,"Min@SA 08:30PM ET",16.125
"PG","Alexey Shved",3900,"Phi@Det 07:30PM ET",18.481
"PF","Anthony Bennett",3900,"Min@SA 08:30PM ET",14.574
"PF","Carl Landry",3800,"Orl@Sac 10:00PM ET",15.316
"C","Aron Baynes",3800,"Min@SA 08:30PM ET",15.105
"SF","Kyle Singler",3800,"Phi@Det 07:30PM ET",12.526
"PG","Ramon Sessions",3700,"Orl@Sac 10:00PM ET",11.681
"SG","Jodie Meeks",3700,"Phi@Det 07:30PM ET",0
"SF","Derrick Williams",3700,"Orl@Sac 10:00PM ET",7.643
"PF","Robert Covington",3700,"Phi@Det 07:30PM ET",13.625
"PG","Kirk Hinrich",3600,"GS@Chi 08:00PM ET",18.662
"C","Kyle O'Quinn",3600,"Orl@Sac 10:00PM ET",20.821
"PG","Aaron Brooks",3500,"GS@Chi 08:00PM ET",18.250
"PG","Shaun Livingston",3500,"GS@Chi 08:00PM ET",10.931
"PF","Joey Dorsey",3500,"Pho@Hou 08:00PM ET",8.143
"SF","Luc Richard Mbah a Moute",3500,"Phi@Det 07:30PM ET",18.972
"SF","John Salmons",3400,"NO@LAC 10:30PM ET",6.750
"SF","Hollis Thompson",3400,"Phi@Det 07:30PM ET",16.421
"PG","Austin Rivers",3400,"NO@LAC 10:30PM ET",12.926
"SF","Caron Butler",3300,"Phi@Det 07:30PM ET",13.526
"SF","Francisco Garcia",3300,"Pho@Hou 08:00PM ET",8.577
"SF","Luke Babbitt",3300,"NO@LAC 10:30PM ET",6.923
"C","Nazr Mohammed",3000,"GS@Chi 08:00PM ET",7.125
"SF","Hedo Turkoglu",3000,"NO@LAC 10:30PM ET",5.875
"SG","Jason Richardson",3000,"Phi@Det 07:30PM ET",0
"PF","Matt Bonner",3000,"Min@SA 08:30PM ET",12.962
"SG","Willie Green",3000,"Orl@Sac 10:00PM ET",7.014
"PG","Luke Ridnour",3000,"Orl@Sac 10:00PM ET",11.563
"SG","Ben Gordon",3000,"Orl@Sac 10:00PM ET",10.553
"PF","Ronny Turiaf",3000,"Min@SA 08:30PM ET",2.125
"PF","Shavlik Randolph",3000,"Pho@Hou 08:00PM ET",3.575
"C","Ryan Hollins",3000,"Orl@Sac 10:00PM ET",5.925
"PG","Leandro Barbosa",3000,"GS@Chi 08:00PM ET",11.734
"SF","Cartier Martin",3000,"Phi@Det 07:30PM ET",3.150
"PF","Anthony Tolliver",3000,"Pho@Hou 08:00PM ET",6.944
"PG","Jordan Farmar",3000,"NO@LAC 10:30PM ET",10.444
"PF","Glen Davis",3000,"NO@LAC 10:30PM ET",7.500
"PF","Joel Anthony",3000,"Phi@Det 07:30PM ET",4.406
"PF","Jeff Ayres",3000,"Min@SA 08:30PM ET",5.846
"SF","Jeff Adrien",3000,"Min@SA 08:30PM ET",18.875
"SF","Dante Cunningham",3000,"NO@LAC 10:30PM ET",7.250
"SF","Chris Douglas-Roberts",3000,"NO@LAC 10:30PM ET",4.563
"SG","Brandon Rush",3000,"GS@Chi 08:00PM ET",3.625
"SF","Chase Budinger",3000,"Min@SA 08:30PM ET",9.109
"C","Ekpe Udoh",3000,"NO@LAC 10:30PM ET",1.438
"SF","Justin Holiday",3000,"GS@Chi 08:00PM ET",1.938
"SF","Robbie Hummel",3000,"Min@SA 08:30PM ET",8.411
"PG","E'Twaun Moore",3000,"GS@Chi 08:00PM ET",2.813
"SF","Austin Daye",3000,"Min@SA 08:30PM ET",9.813
"PG","Jimmer Fredette",3000,"NO@LAC 10:30PM ET",4.273
"PG","Patty Mills",3000,"Min@SA 08:30PM ET",0
"C","Festus Ezeli",3000,"GS@Chi 08:00PM ET",7.500
"PF","Alexis Ajinca",3000,"NO@LAC 10:30PM ET",8.667
"C","Jeff Withey",3000,"NO@LAC 10:30PM ET",7.278
"PF","Drew Gordon",3000,"Phi@Det 07:30PM ET",4.500
"PF","Andrew Nicholson",3000,"Orl@Sac 10:00PM ET",5.250
"SG","Luigi Datome",3000,"Phi@Det 07:30PM ET",11.750
"PF","Jonas Jerebko",3000,"Phi@Det 07:30PM ET",10.441
"PF","Brandon Davies",3000,"Phi@Det 07:30PM ET",14.461
"SG","C.J. Wilcox",3000,"NO@LAC 10:30PM ET",6.500
"PG","Jared Cunningham",3000,"NO@LAC 10:30PM ET",3.364
"PG","Troy Daniels",3000,"Pho@Hou 08:00PM ET",3.077
"SG","Tony Snell",3000,"GS@Chi 08:00PM ET",4.703
"PF","Cameron Bairstow",3000,"GS@Chi 08:00PM ET",2.188
"SF","Reggie Bullock",3000,"NO@LAC 10:30PM ET",5.896
"PG","Cory Joseph",3000,"Min@SA 08:30PM ET",15.971
"PG","Russ Smith",3000,"NO@LAC 10:30PM ET",-0.250
"PF","Eric Moreland",3000,"Orl@Sac 10:00PM ET",0.625
"SG","Roy Devyn Marble",3000,"Orl@Sac 10:00PM ET",1.313
"SF","Doug McDermott",3000,"GS@Chi 08:00PM ET",5.706
"SG","Zoran Dragic",3000,"Pho@Hou 08:00PM ET",0.000
"PG","Ray McCallum",3000,"Orl@Sac 10:00PM ET",4.864
"PG","Spencer Dinwiddie",3000,"Phi@Det 07:30PM ET",8.800
"SG","Nick Johnson",3000,"Pho@Hou 08:00PM ET",5.188
"SF","Tony Mitchell",3000,"Phi@Det 07:30PM ET",0
"C","Dewayne Dedmon",3000,"Orl@Sac 10:00PM ET",9.732
"SF","Maurice Harkless",3000,"Orl@Sac 10:00PM ET",10.288
"PF","Jakarr Sampson",3000,"Phi@Det 07:30PM ET",6.096
"C","Alex Len",3000,"Pho@Hou 08:00PM ET",14.438
"C","Ognjen Kuzmic",3000,"GS@Chi 08:00PM ET",2.083
"SF","T.J. Warren",3000,"Pho@Hou 08:00PM ET",5.750
"SF","Kyle Anderson",3000,"Min@SA 08:30PM ET",5.833
"SF","Glenn Robinson III",3000,"Min@SA 08:30PM ET",1.708
"SG","Nik Stauskas",3000,"Orl@Sac 10:00PM ET",5.829
"SF","Jerami Grant",3000,"Phi@Det 07:30PM ET",8.688
"SG","Archie Goodwin",3000,"Pho@Hou 08:00PM ET",5.100
"PG","Tyler Ennis",3000,"Pho@Hou 08:00PM ET",5.563
"C","Joel Embiid",3000,"Phi@Det 07:30PM ET",0
"PF","Clint Capela",3000,"Pho@Hou 08:00PM ET",3.833
